program	section	n_foci	n_tum_kept	r2	p	shape	amplitude
GO:GOBP_LIPID_MODIFICATION	TLS_VISIUM_USZ::KC1	7	1088	0.0081	0.0323	low-to-high	0.0044
GO:GOBP_LOCALIZATION_WITHIN_MEMBRANE	TLS_VISIUM_USZ::KC1	7	1088	0.0009	0.817	nonmonotonic	0.001
GO:GOBP_LOCOMOTION	TLS_VISIUM_USZ::KC1	7	1088	0.0026	0.426	nonmonotonic	0.0013
GO:GOBP_LYMPHOCYTE_ACTIVATION	TLS_VISIUM_USZ::KC1	7	1088	0.0043	0.2	nonmonotonic	0.0016
GO:GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	TLS_VISIUM_USZ::KC1	7	1088	0.004	0.231	nonmonotonic	0.0026
GO:GOBP_LYMPHOCYTE_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0115	0.00573	nonmonotonic	0.0036
GO:GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY	TLS_VISIUM_USZ::KC1	7	1088	0.0189	0.000124	nonmonotonic	0.0069
GO:GOBP_MACROAUTOPHAGY	TLS_VISIUM_USZ::KC1	7	1088	0.0041	0.22	nonmonotonic	0.004
GO:GOBP_MACROMOLECULE_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0047	0.162	nonmonotonic	0.0015
GO:GOBP_MAINTENANCE_OF_CELL_NUMBER	TLS_VISIUM_USZ::KC1	7	1088	0.0076	0.0408	low-to-high	0.0056
GO:GOBP_MAINTENANCE_OF_LOCATION	TLS_VISIUM_USZ::KC1	7	1088	0.0034	0.291	nonmonotonic	0.0034
GO:GOBP_MALE_GAMETE_GENERATION	TLS_VISIUM_USZ::KC1	7	1088	0.0121	0.00423	nonmonotonic	0.0026
GO:GOBP_MALE_SEX_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0104	0.0103	nonmonotonic	0.0046
GO:GOBP_MAPK_CASCADE	TLS_VISIUM_USZ::KC1	7	1088	0.002	0.542	nonmonotonic	0.0013
GO:GOBP_MEIOSIS_I_CELL_CYCLE_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0018	0.583	low-to-high	0.0022
GO:GOBP_MEIOTIC_CELL_CYCLE	TLS_VISIUM_USZ::KC1	7	1088	0.0081	0.0315	nonmonotonic	0.004
GO:GOBP_MEIOTIC_CELL_CYCLE_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0029	0.366	nonmonotonic	0.0016
GO:GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY	TLS_VISIUM_USZ::KC1	7	1088	0.0018	0.584	nonmonotonic	0.0014
GO:GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0067	0.063	nonmonotonic	0.0037
GO:GOBP_MEMBRANE_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0019	0.561	low-to-high	0.0017
GO:GOBP_MESENCHYMAL_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0032	0.327	nonmonotonic	0.0025
GO:GOBP_MESENCHYME_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.004	0.226	nonmonotonic	0.0023
GO:GOBP_METAL_ION_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0074	0.0444	nonmonotonic	0.0018
GO:GOBP_METAPHASE_CHROMOSOME_ALIGNMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0014	0.686	nonmonotonic	0.0022
GO:GOBP_MICROTUBULE_BASED_MOVEMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0044	0.189	nonmonotonic	0.002
GO:GOBP_MICROTUBULE_BASED_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0047	0.165	low-to-high	0.0017
GO:GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0025	0.433	low-to-high	0.0015
GO:GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	TLS_VISIUM_USZ::KC1	7	1088	0.0006	0.877	flat	0.0015
GO:GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN	TLS_VISIUM_USZ::KC1	7	1088	0.0014	0.67	nonmonotonic	0.0105
GO:GOBP_MITOCHONDRIAL_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0064	0.0749	nonmonotonic	0.0067
GO:GOBP_MITOCHONDRION_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0008	0.832	nonmonotonic	0.0012
GO:GOBP_MITOTIC_CELL_CYCLE	TLS_VISIUM_USZ::KC1	7	1088	0.0017	0.595	nonmonotonic	0.001
GO:GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING	TLS_VISIUM_USZ::KC1	7	1088	0.0011	0.743	low-to-high	0.0019
GO:GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	TLS_VISIUM_USZ::KC1	7	1088	0.0062	0.0812	low-to-high	0.0025
GO:GOBP_MITOTIC_CELL_CYCLE_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0056	0.109	nonmonotonic	0.0021
GO:GOBP_MITOTIC_NUCLEAR_DIVISION	TLS_VISIUM_USZ::KC1	7	1088	0.0015	0.664	nonmonotonic	0.0017
GO:GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION	TLS_VISIUM_USZ::KC1	7	1088	0.0016	0.629	nonmonotonic	0.0018
GO:GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION	TLS_VISIUM_USZ::KC1	7	1088	0.0019	0.57	nonmonotonic	0.0025
GO:GOBP_MITOTIC_SPINDLE_ASSEMBLY	TLS_VISIUM_USZ::KC1	7	1088	0.0019	0.554	nonmonotonic	0.0039
GO:GOBP_MITOTIC_SPINDLE_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0051	0.133	flat	0.0043
GO:GOBP_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.011	0.00748	nonmonotonic	0.004
GO:GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0018	0.586	nonmonotonic	0.0024
GO:GOBP_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0084	0.0269	nonmonotonic	0.0028
GO:GOBP_MONOATOMIC_CATION_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0047	0.165	flat	0.0019
GO:GOBP_MONOATOMIC_ION_HOMEOSTASIS	TLS_VISIUM_USZ::KC1	7	1088	0.0103	0.0106	nonmonotonic	0.0036
GO:GOBP_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0003	0.955	flat	0.0005
GO:GOBP_MONOATOMIC_ION_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.006	0.0899	nonmonotonic	0.0014
GO:GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.001	0.77	nonmonotonic	0.0016
GO:GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0005	0.904	nonmonotonic	0.0006
GO:GOBP_MONONUCLEAR_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0018	0.586	flat	0.0014
GO:GOBP_MONONUCLEAR_CELL_MIGRATION	TLS_VISIUM_USZ::KC1	7	1088	0.0081	0.0317	nonmonotonic	0.0047
GO:GOBP_MONOSACCHARIDE_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0015	0.662	nonmonotonic	0.0017
GO:GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM	TLS_VISIUM_USZ::KC1	7	1088	0.0034	0.292	flat	0.0016
GO:GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	TLS_VISIUM_USZ::KC1	7	1088	0.0063	0.0774	nonmonotonic	0.0052
GO:GOBP_MRNA_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0059	0.0948	high-to-low	0.0049
GO:GOBP_MRNA_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0014	0.672	nonmonotonic	0.0013
GO:GOBP_MRNA_PROCESSING	TLS_VISIUM_USZ::KC1	7	1088	0.007	0.054	nonmonotonic	0.0046
GO:GOBP_MRNA_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0019	0.559	high-to-low	0.0037
GO:GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_HOMEOSTASIS	TLS_VISIUM_USZ::KC1	7	1088	0.0038	0.248	flat	0.0016
GO:GOBP_MULTICELLULAR_ORGANISMAL_REPRODUCTIVE_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0038	0.245	nonmonotonic	0.0008
GO:GOBP_MUSCLE_CELL_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0043	0.199	low-to-high	0.0027
GO:GOBP_MUSCLE_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0013	0.693	nonmonotonic	0.0012
GO:GOBP_MUSCLE_CELL_PROLIFERATION	TLS_VISIUM_USZ::KC1	7	1088	0.0005	0.902	nonmonotonic	0.001
GO:GOBP_MUSCLE_CONTRACTION	TLS_VISIUM_USZ::KC1	7	1088	0.0108	0.00827	flat	0.0046
GO:GOBP_MUSCLE_ORGAN_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0009	0.817	nonmonotonic	0.0009
GO:GOBP_MUSCLE_STRUCTURE_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.001	0.79	nonmonotonic	0.0008
GO:GOBP_MUSCLE_SYSTEM_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0077	0.0394	nonmonotonic	0.0025
GO:GOBP_MUSCLE_TISSUE_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0017	0.611	nonmonotonic	0.0014
GO:GOBP_MYELOID_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0102	0.0113	nonmonotonic	0.0039
GO:GOBP_MYELOID_CELL_HOMEOSTASIS	TLS_VISIUM_USZ::KC1	7	1088	0.0055	0.114	nonmonotonic	0.0047
GO:GOBP_MYELOID_LEUKOCYTE_ACTIVATION	TLS_VISIUM_USZ::KC1	7	1088	0.008	0.0339	flat	0.0047
GO:GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0005	0.915	flat	0.0011
GO:GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.003	0.347	nonmonotonic	0.0039
GO:GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0052	0.132	nonmonotonic	0.0042
GO:GOBP_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0048	0.156	nonmonotonic	0.0029
GO:GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	TLS_VISIUM_USZ::KC1	7	1088	0.0103	0.0103	flat	0.0067
GO:GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION	TLS_VISIUM_USZ::KC1	7	1088	0.0112	0.00652	flat	0.0061
GO:GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION	TLS_VISIUM_USZ::KC1	7	1088	0.0026	0.414	nonmonotonic	0.0022
GO:GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE	TLS_VISIUM_USZ::KC1	7	1088	0.002	0.548	nonmonotonic	0.0014
GO:GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0011	0.75	nonmonotonic	0.0012
GO:GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0053	0.122	nonmonotonic	0.0025
GO:GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::KC1	7	1088	0.0004	0.943	high-to-low	0.0005
GO:GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	TLS_VISIUM_USZ::KC1	7	1088	0.0012	0.718	flat	0.001
GO:GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION	TLS_VISIUM_USZ::KC1	7	1088	0.0172	0.000298	nonmonotonic	0.0048
GO:GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0011	0.761	nonmonotonic	0.0017
GO:GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	TLS_VISIUM_USZ::KC1	7	1088	0.0004	0.938	nonmonotonic	0.0007
GO:GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0011	0.757	nonmonotonic	0.0007
GO:GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION	TLS_VISIUM_USZ::KC1	7	1088	0.0066	0.0649	high-to-low	0.0021
GO:GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	TLS_VISIUM_USZ::KC1	7	1088	0.0035	0.278	low-to-high	0.0029
GO:GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0062	0.0789	flat	0.003
GO:GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	TLS_VISIUM_USZ::KC1	7	1088	0.0151	0.000875	nonmonotonic	0.0078
GO:GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE	TLS_VISIUM_USZ::KC1	7	1088	0.0205	5.31e-05	high-to-low	0.0166
GO:GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	TLS_VISIUM_USZ::KC1	7	1088	0.0022	0.49	nonmonotonic	0.0017
GO:GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	TLS_VISIUM_USZ::KC1	7	1088	0.0154	0.000747	high-to-low	0.014
GO:GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION	TLS_VISIUM_USZ::KC1	7	1088	0.0066	0.0656	nonmonotonic	0.0034
GO:GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION	TLS_VISIUM_USZ::KC1	7	1088	0.0029	0.365	high-to-low	0.0029
GO:GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	TLS_VISIUM_USZ::KC1	7	1088	0.0039	0.237	low-to-high	0.0029
GO:GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	TLS_VISIUM_USZ::KC1	7	1088	0.0108	0.00813	low-to-high	0.0053
GO:GOBP_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION	TLS_VISIUM_USZ::KC1	7	1088	0.008	0.0334	nonmonotonic	0.0033
GO:GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0006	0.873	nonmonotonic	0.0006
GO:GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0003	0.951	nonmonotonic	0.0004
GO:GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0052	0.13	flat	0.0042
GO:GOBP_NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH	TLS_VISIUM_USZ::KC1	7	1088	0.0075	0.043	nonmonotonic	0.0026
GO:GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0024	0.449	high-to-low	0.003
GO:GOBP_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0016	0.639	nonmonotonic	0.0018
GO:GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0008	0.822	high-to-low	0.0029
GO:GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS	TLS_VISIUM_USZ::KC1	7	1088	0.0043	0.195	nonmonotonic	0.0053
GO:GOBP_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0026	0.416	flat	0.0036
GO:GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	TLS_VISIUM_USZ::KC1	7	1088	0.0038	0.243	flat	0.0037
GO:GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	TLS_VISIUM_USZ::KC1	7	1088	0.006	0.0887	nonmonotonic	0.003
GO:GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS	TLS_VISIUM_USZ::KC1	7	1088	0.0139	0.00171	flat	0.0019
GO:GOBP_NEGATIVE_REGULATION_OF_RNA_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0006	0.88	flat	0.0006
GO:GOBP_NEGATIVE_REGULATION_OF_SIGNALING	TLS_VISIUM_USZ::KC1	7	1088	0.0002	0.973	nonmonotonic	0.0003
GO:GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION	TLS_VISIUM_USZ::KC1	7	1088	0.0002	0.983	flat	0.0021
GO:GOBP_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0212	3.59e-05	nonmonotonic	0.0126
GO:GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	TLS_VISIUM_USZ::KC1	7	1088	0.0002	0.978	flat	0.0004
GO:GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0034	0.299	high-to-low	0.005
GO:GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0003	0.95	nonmonotonic	0.001
GO:GOBP_NEGATIVE_REGULATION_OF_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0008	0.825	nonmonotonic	0.001
GO:GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0015	0.656	nonmonotonic	0.0034
GO:GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0126	0.00332	nonmonotonic	0.0061
GO:GOBP_NERVOUS_SYSTEM_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0005	0.913	low-to-high	0.0003
GO:GOBP_NEUROGENESIS	TLS_VISIUM_USZ::KC1	7	1088	0.0008	0.843	nonmonotonic	0.0004
GO:GOBP_NEURON_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0055	0.115	nonmonotonic	0.0018
GO:GOBP_NEURON_PROJECTION_GUIDANCE	TLS_VISIUM_USZ::KC1	7	1088	0.0009	0.798	nonmonotonic	0.0009
GO:GOBP_NITROGEN_COMPOUND_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0034	0.3	flat	0.0014
GO:GOBP_NON_CANONICAL_WNT_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0022	0.502	nonmonotonic	0.0039
GO:GOBP_NOTCH_SIGNALING_PATHWAY	TLS_VISIUM_USZ::KC1	7	1088	0.0075	0.0418	high-to-low	0.0044
GO:GOBP_NUCLEAR_CHROMOSOME_SEGREGATION	TLS_VISIUM_USZ::KC1	7	1088	0.0028	0.381	low-to-high	0.0018
GO:GOBP_NUCLEAR_EXPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0043	0.202	nonmonotonic	0.0055
GO:GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0002	0.969	high-to-low	0.0016
GO:GOBP_NUCLEAR_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0025	0.431	nonmonotonic	0.0022
GO:GOBP_NUCLEIC_ACID_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.006	0.0905	high-to-low	0.0037
GO:GOBP_NUCLEOBASE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0036	0.266	nonmonotonic	0.0023
GO:GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0015	0.657	high-to-low	0.0022
GO:GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0092	0.0184	flat	0.0046
GO:GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0083	0.0286	flat	0.0046
GO:GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0031	0.342	flat	0.0032
GO:GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0028	0.377	nonmonotonic	0.0061
GO:GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0055	0.113	flat	0.0083
GO:GOBP_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0036	0.273	high-to-low	0.0054
GO:GOBP_NUCLEOTIDE_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0076	0.041	nonmonotonic	0.005
GO:GOBP_OLEFINIC_COMPOUND_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0031	0.332	nonmonotonic	0.0022
GO:GOBP_ORGANELLE_ASSEMBLY	TLS_VISIUM_USZ::KC1	7	1088	0.001	0.793	nonmonotonic	0.0009
GO:GOBP_ORGANELLE_FISSION	TLS_VISIUM_USZ::KC1	7	1088	0.0025	0.437	nonmonotonic	0.0016
GO:GOBP_ORGANELLE_LOCALIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0013	0.713	nonmonotonic	0.0008
GO:GOBP_ORGANIC_ACID_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.004	0.222	nonmonotonic	0.0015
GO:GOBP_ORGANIC_ACID_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.006	0.0867	nonmonotonic	0.0023
GO:GOBP_ORGANIC_ANION_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0039	0.235	nonmonotonic	0.002
GO:GOBP_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0016	0.634	nonmonotonic	0.0013
GO:GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0039	0.238	flat	0.0046
GO:GOBP_ORGANOPHOSPHATE_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0078	0.0361	flat	0.0032
GO:GOBP_OSSIFICATION	TLS_VISIUM_USZ::KC1	7	1088	0.0012	0.718	high-to-low	0.0014
GO:GOBP_OSTEOBLAST_PROLIFERATION	TLS_VISIUM_USZ::KC1	7	1088	0.0069	0.0583	nonmonotonic	0.0099
GO:GOBP_OXIDATIVE_PHOSPHORYLATION	TLS_VISIUM_USZ::KC1	7	1088	0.0051	0.138	nonmonotonic	0.0102
GO:GOBP_PATTERN_SPECIFICATION_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0066	0.065	nonmonotonic	0.0024
GO:GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX	TLS_VISIUM_USZ::KC1	7	1088	0.0205	5.3e-05	nonmonotonic	0.0357
GO:GOBP_PEPTIDE_TRANSPORT	TLS_VISIUM_USZ::KC1	7	1088	0.0071	0.0523	nonmonotonic	0.0025
GO:GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION	TLS_VISIUM_USZ::KC1	7	1088	0.0031	0.34	nonmonotonic	0.0029
GO:GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	TLS_VISIUM_USZ::KC1	7	1088	0.002	0.541	nonmonotonic	0.0018
GO:GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0029	0.366	nonmonotonic	0.0028
GO:GOBP_PHOSPHOLIPID_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.009	0.0203	low-to-high	0.0039
GO:GOBP_PHOSPHORUS_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0017	0.609	nonmonotonic	0.0008
GO:GOBP_PHOSPHORYLATION	TLS_VISIUM_USZ::KC1	7	1088	0.0007	0.863	high-to-low	0.0009
GO:GOBP_PLACENTA_DEVELOPMENT	TLS_VISIUM_USZ::KC1	7	1088	0.0048	0.158	nonmonotonic	0.0046
GO:GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	TLS_VISIUM_USZ::KC1	7	1088	0.0224	1.92e-05	flat	0.0086
GO:GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	TLS_VISIUM_USZ::KC1	7	1088	0.0077	0.0384	nonmonotonic	0.0071
GO:GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	TLS_VISIUM_USZ::KC1	7	1088	0.0091	0.0191	flat	0.0034
GO:GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	TLS_VISIUM_USZ::KC1	7	1088	0.0046	0.171	high-to-low	0.0038
GO:GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	TLS_VISIUM_USZ::KC1	7	1088	0.0081	0.0321	high-to-low	0.0035
GO:GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	TLS_VISIUM_USZ::KC1	7	1088	0.0022	0.497	nonmonotonic	0.0013
GO:GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION	TLS_VISIUM_USZ::KC1	7	1088	0.0013	0.708	high-to-low	0.0018
GO:GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION	TLS_VISIUM_USZ::KC1	7	1088	0.0075	0.0437	nonmonotonic	0.0034
