program	section	n_foci	n_tum_kept	r2	p	shape	amplitude
GO:GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	TLS_VISIUM_USZ::LC3	27	772	0.0009	0.867	nonmonotonic	0.0023
GO:GOBP_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0004	0.964	high-to-low	0.0005
GO:GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0025	0.585	nonmonotonic	0.0013
GO:GOBP_REGULATION_OF_PROTEIN_STABILITY	TLS_VISIUM_USZ::LC3	27	772	0.0074	0.127	nonmonotonic	0.0038
GO:GOBP_REGULATION_OF_PROTEIN_TRANSPORT	TLS_VISIUM_USZ::LC3	27	772	0.0048	0.294	nonmonotonic	0.0024
GO:GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION	TLS_VISIUM_USZ::LC3	27	772	0.0022	0.631	low-to-high	0.0031
GO:GOBP_REGULATION_OF_PROTEOLYSIS	TLS_VISIUM_USZ::LC3	27	772	0.0025	0.585	nonmonotonic	0.002
GO:GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0028	0.544	nonmonotonic	0.0025
GO:GOBP_REGULATION_OF_RESPIRATORY_BURST	TLS_VISIUM_USZ::LC3	27	772	0.014	0.0124	nonmonotonic	0.0174
GO:GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	TLS_VISIUM_USZ::LC3	27	772	0.0067	0.16	nonmonotonic	0.0025
GO:GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	TLS_VISIUM_USZ::LC3	27	772	0.01	0.0518	nonmonotonic	0.0041
GO:GOBP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	TLS_VISIUM_USZ::LC3	27	772	0.0037	0.422	nonmonotonic	0.0013
GO:GOBP_REGULATION_OF_RESPONSE_TO_STRESS	TLS_VISIUM_USZ::LC3	27	772	0.0011	0.829	low-to-high	0.0006
GO:GOBP_REGULATION_OF_RESPONSE_TO_WOUNDING	TLS_VISIUM_USZ::LC3	27	772	0.003	0.514	nonmonotonic	0.0037
GO:GOBP_REGULATION_OF_RNA_SPLICING	TLS_VISIUM_USZ::LC3	27	772	0.011	0.0362	nonmonotonic	0.007
GO:GOBP_REGULATION_OF_SECRETION	TLS_VISIUM_USZ::LC3	27	772	0.001	0.855	nonmonotonic	0.0007
GO:GOBP_REGULATION_OF_SISTER_CHROMATID_SEGREGATION	TLS_VISIUM_USZ::LC3	27	772	0.0028	0.548	low-to-high	0.0041
GO:GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	TLS_VISIUM_USZ::LC3	27	772	0.0012	0.823	nonmonotonic	0.0014
GO:GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.001	0.854	high-to-low	0.0012
GO:GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	TLS_VISIUM_USZ::LC3	27	772	0.0096	0.0591	high-to-low	0.0039
GO:GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY	TLS_VISIUM_USZ::LC3	27	772	0.0042	0.354	nonmonotonic	0.0024
GO:GOBP_REGULATION_OF_SYSTEM_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0052	0.265	nonmonotonic	0.0015
GO:GOBP_REGULATION_OF_TELOMERE_MAINTENANCE	TLS_VISIUM_USZ::LC3	27	772	0.0014	0.778	nonmonotonic	0.0034
GO:GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE	TLS_VISIUM_USZ::LC3	27	772	0.0018	0.71	nonmonotonic	0.0057
GO:GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	TLS_VISIUM_USZ::LC3	27	772	0.0087	0.0815	nonmonotonic	0.0126
GO:GOBP_REGULATION_OF_TRANSFERASE_ACTIVITY	TLS_VISIUM_USZ::LC3	27	772	0.0086	0.0857	nonmonotonic	0.0036
GO:GOBP_REGULATION_OF_TRANSLATION	TLS_VISIUM_USZ::LC3	27	772	0.001	0.861	nonmonotonic	0.001
GO:GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION	TLS_VISIUM_USZ::LC3	27	772	0.0084	0.0914	nonmonotonic	0.009
GO:GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC3	27	772	0.0134	0.0157	nonmonotonic	0.0047
GO:GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	TLS_VISIUM_USZ::LC3	27	772	0.0025	0.582	nonmonotonic	0.0017
GO:GOBP_REGULATION_OF_TRANSPORT	TLS_VISIUM_USZ::LC3	27	772	0.0029	0.527	nonmonotonic	0.0009
GO:GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	TLS_VISIUM_USZ::LC3	27	772	0.0029	0.526	nonmonotonic	0.0011
GO:GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC3	27	772	0.0018	0.711	flat	0.0041
GO:GOBP_REGULATION_OF_T_CELL_ACTIVATION	TLS_VISIUM_USZ::LC3	27	772	0.0074	0.125	low-to-high	0.0033
GO:GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	TLS_VISIUM_USZ::LC3	27	772	0.0202	0.00133	nonmonotonic	0.0104
GO:GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	TLS_VISIUM_USZ::LC3	27	772	0.0059	0.207	nonmonotonic	0.0032
GO:GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0002	0.988	high-to-low	0.0009
GO:GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0066	0.165	low-to-high	0.003
GO:GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	TLS_VISIUM_USZ::LC3	27	772	0.0012	0.827	nonmonotonic	0.0008
GO:GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION	TLS_VISIUM_USZ::LC3	27	772	0.0068	0.154	nonmonotonic	0.0073
GO:GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE	TLS_VISIUM_USZ::LC3	27	772	0.0042	0.362	low-to-high	0.0048
GO:GOBP_REGULATION_OF_VIRAL_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0023	0.614	nonmonotonic	0.0035
GO:GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC3	27	772	0.0072	0.135	low-to-high	0.0037
GO:GOBP_REGULATORY_T_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::LC3	27	772	0.0033	0.465	nonmonotonic	0.0049
GO:GOBP_RENAL_SYSTEM_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0037	0.415	nonmonotonic	0.0019
GO:GOBP_RENAL_SYSTEM_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.009	0.0728	flat	0.0027
GO:GOBP_REPRODUCTIVE_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0014	0.777	flat	0.0005
GO:GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0073	0.13	nonmonotonic	0.0028
GO:GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0241	0.00031	nonmonotonic	0.005
GO:GOBP_RESPONSE_TO_ABIOTIC_STIMULUS	TLS_VISIUM_USZ::LC3	27	772	0.0036	0.424	nonmonotonic	0.0011
GO:GOBP_RESPONSE_TO_BACTERIUM	TLS_VISIUM_USZ::LC3	27	772	0.0039	0.389	low-to-high	0.0016
GO:GOBP_RESPONSE_TO_BMP	TLS_VISIUM_USZ::LC3	27	772	0.0028	0.536	nonmonotonic	0.0026
GO:GOBP_RESPONSE_TO_CADMIUM_ION	TLS_VISIUM_USZ::LC3	27	772	0.006	0.203	nonmonotonic	0.0063
GO:GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS	TLS_VISIUM_USZ::LC3	27	772	0.0052	0.26	low-to-high	0.0014
GO:GOBP_RESPONSE_TO_GROWTH_FACTOR	TLS_VISIUM_USZ::LC3	27	772	0.0005	0.938	nonmonotonic	0.0005
GO:GOBP_RESPONSE_TO_HORMONE	TLS_VISIUM_USZ::LC3	27	772	0.0014	0.792	nonmonotonic	0.0008
GO:GOBP_RESPONSE_TO_KETONE	TLS_VISIUM_USZ::LC3	27	772	0.0026	0.567	nonmonotonic	0.0022
GO:GOBP_RESPONSE_TO_LIPID	TLS_VISIUM_USZ::LC3	27	772	0.0073	0.133	nonmonotonic	0.0018
GO:GOBP_RESPONSE_TO_MECHANICAL_STIMULUS	TLS_VISIUM_USZ::LC3	27	772	0.0072	0.137	nonmonotonic	0.0033
GO:GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	TLS_VISIUM_USZ::LC3	27	772	0.0003	0.968	nonmonotonic	0.0005
GO:GOBP_RESPONSE_TO_NITROGEN_COMPOUND	TLS_VISIUM_USZ::LC3	27	772	0.0048	0.295	high-to-low	0.0014
GO:GOBP_RESPONSE_TO_NUTRIENT_LEVELS	TLS_VISIUM_USZ::LC3	27	772	0.0024	0.604	nonmonotonic	0.0015
GO:GOBP_RESPONSE_TO_OXIDATIVE_STRESS	TLS_VISIUM_USZ::LC3	27	772	0.0022	0.646	nonmonotonic	0.0015
GO:GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND	TLS_VISIUM_USZ::LC3	27	772	0.0003	0.969	nonmonotonic	0.0003
GO:GOBP_RESPONSE_TO_OXYGEN_LEVELS	TLS_VISIUM_USZ::LC3	27	772	0.0081	0.0984	nonmonotonic	0.0036
GO:GOBP_RESPONSE_TO_PEPTIDE	TLS_VISIUM_USZ::LC3	27	772	0.0038	0.399	nonmonotonic	0.0012
GO:GOBP_RESPONSE_TO_PEPTIDE_HORMONE	TLS_VISIUM_USZ::LC3	27	772	0.0069	0.148	nonmonotonic	0.0026
GO:GOBP_RESPONSE_TO_RADIATION	TLS_VISIUM_USZ::LC3	27	772	0.0063	0.182	high-to-low	0.0023
GO:GOBP_RESPONSE_TO_STARVATION	TLS_VISIUM_USZ::LC3	27	772	0.0085	0.0868	high-to-low	0.0047
GO:GOBP_RESPONSE_TO_STEROID_HORMONE	TLS_VISIUM_USZ::LC3	27	772	0.0004	0.952	nonmonotonic	0.0006
GO:GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS	TLS_VISIUM_USZ::LC3	27	772	0.006	0.199	nonmonotonic	0.0038
GO:GOBP_RESPONSE_TO_TOXIC_SUBSTANCE	TLS_VISIUM_USZ::LC3	27	772	0.0013	0.804	high-to-low	0.0013
GO:GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA	TLS_VISIUM_USZ::LC3	27	772	0.0013	0.792	flat	0.0017
GO:GOBP_RESPONSE_TO_TYPE_II_INTERFERON	TLS_VISIUM_USZ::LC3	27	772	0.0061	0.196	nonmonotonic	0.0038
GO:GOBP_RESPONSE_TO_TYPE_I_INTERFERON	TLS_VISIUM_USZ::LC3	27	772	0.0035	0.443	nonmonotonic	0.0051
GO:GOBP_RESPONSE_TO_VIRUS	TLS_VISIUM_USZ::LC3	27	772	0.0034	0.456	nonmonotonic	0.0024
GO:GOBP_RESPONSE_TO_WOUNDING	TLS_VISIUM_USZ::LC3	27	772	0.003	0.511	nonmonotonic	0.0017
GO:GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS	TLS_VISIUM_USZ::LC3	27	772	0.016	0.00619	nonmonotonic	0.0031
GO:GOBP_RHYTHMIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0008	0.897	high-to-low	0.0011
GO:GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	TLS_VISIUM_USZ::LC3	27	772	0.0138	0.0134	high-to-low	0.0056
GO:GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0097	0.0572	nonmonotonic	0.0053
GO:GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0015	0.772	nonmonotonic	0.0015
GO:GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	TLS_VISIUM_USZ::LC3	27	772	0.0065	0.171	nonmonotonic	0.0084
GO:GOBP_RIBOSOME_BIOGENESIS	TLS_VISIUM_USZ::LC3	27	772	0.0187	0.00226	nonmonotonic	0.0071
GO:GOBP_RNA_EXPORT_FROM_NUCLEUS	TLS_VISIUM_USZ::LC3	27	772	0.0089	0.0771	low-to-high	0.0095
GO:GOBP_RNA_LOCALIZATION	TLS_VISIUM_USZ::LC3	27	772	0.0055	0.237	low-to-high	0.005
GO:GOBP_RNA_MODIFICATION	TLS_VISIUM_USZ::LC3	27	772	0.0031	0.5	high-to-low	0.0032
GO:GOBP_RNA_PROCESSING	TLS_VISIUM_USZ::LC3	27	772	0.0074	0.126	high-to-low	0.0025
GO:GOBP_RNA_SPLICING	TLS_VISIUM_USZ::LC3	27	772	0.0086	0.0837	nonmonotonic	0.0029
GO:GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	TLS_VISIUM_USZ::LC3	27	772	0.0016	0.744	nonmonotonic	0.0018
GO:GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0014	0.778	nonmonotonic	0.0053
GO:GOBP_RRNA_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0078	0.11	high-to-low	0.0047
GO:GOBP_RRNA_PROCESSING	TLS_VISIUM_USZ::LC3	27	772	0.0035	0.441	nonmonotonic	0.0036
GO:GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0077	0.113	high-to-low	0.0044
GO:GOBP_SECRETION	TLS_VISIUM_USZ::LC3	27	772	0.0032	0.487	high-to-low	0.0011
GO:GOBP_SEMI_LUNAR_VALVE_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0073	0.133	low-to-high	0.0066
GO:GOBP_SENSORY_ORGAN_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0013	0.796	nonmonotonic	0.0007
GO:GOBP_SENSORY_ORGAN_MORPHOGENESIS	TLS_VISIUM_USZ::LC3	27	772	0.0061	0.198	nonmonotonic	0.0024
GO:GOBP_SENSORY_PERCEPTION	TLS_VISIUM_USZ::LC3	27	772	0.0059	0.209	nonmonotonic	0.0009
GO:GOBP_SENSORY_SYSTEM_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0003	0.966	high-to-low	0.0006
GO:GOBP_SEQUESTERING_OF_CALCIUM_ION	TLS_VISIUM_USZ::LC3	27	772	0.0096	0.059	nonmonotonic	0.0059
GO:GOBP_SEXUAL_REPRODUCTION	TLS_VISIUM_USZ::LC3	27	772	0.0031	0.494	nonmonotonic	0.0009
GO:GOBP_SIGNAL_RELEASE	TLS_VISIUM_USZ::LC3	27	772	0.0005	0.942	flat	0.0006
GO:GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	TLS_VISIUM_USZ::LC3	27	772	0.0057	0.222	high-to-low	0.0044
GO:GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE	TLS_VISIUM_USZ::LC3	27	772	0.0008	0.889	nonmonotonic	0.0018
GO:GOBP_SISTER_CHROMATID_SEGREGATION	TLS_VISIUM_USZ::LC3	27	772	0.0113	0.0325	nonmonotonic	0.005
GO:GOBP_SKELETAL_MUSCLE_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::LC3	27	772	0.0056	0.229	flat	0.0036
GO:GOBP_SKELETAL_SYSTEM_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0044	0.33	nonmonotonic	0.0018
GO:GOBP_SKIN_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0036	0.433	nonmonotonic	0.0026
GO:GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	TLS_VISIUM_USZ::LC3	27	772	0.0081	0.101	nonmonotonic	0.003
GO:GOBP_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0021	0.665	flat	0.0011
GO:GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0069	0.149	nonmonotonic	0.0024
GO:GOBP_SMALL_MOLECULE_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0075	0.122	nonmonotonic	0.0014
GO:GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION	TLS_VISIUM_USZ::LC3	27	772	0.0016	0.745	flat	0.0019
GO:GOBP_SPINDLE_ASSEMBLY	TLS_VISIUM_USZ::LC3	27	772	0.0017	0.732	nonmonotonic	0.0023
GO:GOBP_SPINDLE_ORGANIZATION	TLS_VISIUM_USZ::LC3	27	772	0.003	0.508	flat	0.0022
GO:GOBP_SPROUTING_ANGIOGENESIS	TLS_VISIUM_USZ::LC3	27	772	0.0031	0.491	nonmonotonic	0.0027
GO:GOBP_STEM_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::LC3	27	772	0.0004	0.956	low-to-high	0.0008
GO:GOBP_STEM_CELL_PROLIFERATION	TLS_VISIUM_USZ::LC3	27	772	0.0027	0.554	nonmonotonic	0.0022
GO:GOBP_STEROID_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0037	0.417	nonmonotonic	0.0024
GO:GOBP_STEROID_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.006	0.199	flat	0.0027
GO:GOBP_STEROL_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0013	0.807	nonmonotonic	0.0017
GO:GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0002	0.98	flat	0.0004
GO:GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION	TLS_VISIUM_USZ::LC3	27	772	0.0078	0.109	high-to-low	0.0019
GO:GOBP_SYNAPSE_ASSEMBLY	TLS_VISIUM_USZ::LC3	27	772	0.0035	0.435	high-to-low	0.0018
GO:GOBP_SYNAPSE_ORGANIZATION	TLS_VISIUM_USZ::LC3	27	772	0.0055	0.239	nonmonotonic	0.0018
GO:GOBP_SYNAPTIC_SIGNALING	TLS_VISIUM_USZ::LC3	27	772	0.0012	0.827	nonmonotonic	0.0005
GO:GOBP_TAXIS	TLS_VISIUM_USZ::LC3	27	772	0.0049	0.287	nonmonotonic	0.0021
GO:GOBP_TELOMERASE_RNA_LOCALIZATION	TLS_VISIUM_USZ::LC3	27	772	0.0048	0.3	nonmonotonic	0.0178
GO:GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	TLS_VISIUM_USZ::LC3	27	772	0.0015	0.762	nonmonotonic	0.0032
GO:GOBP_TELOMERE_ORGANIZATION	TLS_VISIUM_USZ::LC3	27	772	0.0043	0.346	low-to-high	0.0048
GO:GOBP_TIGHT_JUNCTION_ASSEMBLY	TLS_VISIUM_USZ::LC3	27	772	0.0101	0.0506	high-to-low	0.0071
GO:GOBP_TIGHT_JUNCTION_ORGANIZATION	TLS_VISIUM_USZ::LC3	27	772	0.0056	0.228	nonmonotonic	0.0045
GO:GOBP_TISSUE_HOMEOSTASIS	TLS_VISIUM_USZ::LC3	27	772	0.0029	0.519	nonmonotonic	0.002
GO:GOBP_TISSUE_MORPHOGENESIS	TLS_VISIUM_USZ::LC3	27	772	0.0019	0.683	nonmonotonic	0.0014
GO:GOBP_TISSUE_REMODELING	TLS_VISIUM_USZ::LC3	27	772	0.0277	7.86e-05	nonmonotonic	0.0087
GO:GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC3	27	772	0.0026	0.573	nonmonotonic	0.0026
GO:GOBP_TRANSLATION	TLS_VISIUM_USZ::LC3	27	772	0.0029	0.519	flat	0.0022
GO:GOBP_TRANSLATIONAL_INITIATION	TLS_VISIUM_USZ::LC3	27	772	0.0117	0.0289	nonmonotonic	0.0095
GO:GOBP_TRANSMEMBRANE_TRANSPORT	TLS_VISIUM_USZ::LC3	27	772	0.0165	0.00519	nonmonotonic	0.0018
GO:GOBP_TRNA_METABOLIC_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0067	0.16	nonmonotonic	0.0036
GO:GOBP_TUBE_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.0076	0.12	nonmonotonic	0.0016
GO:GOBP_TUBE_MORPHOGENESIS	TLS_VISIUM_USZ::LC3	27	772	0.0059	0.209	low-to-high	0.0017
GO:GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC3	27	772	0.0122	0.0243	nonmonotonic	0.0072
GO:GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	TLS_VISIUM_USZ::LC3	27	772	0.0028	0.543	nonmonotonic	0.0032
GO:GOBP_TYPE_II_INTERFERON_PRODUCTION	TLS_VISIUM_USZ::LC3	27	772	0.0071	0.14	low-to-high	0.0058
GO:GOBP_TYPE_I_INTERFERON_PRODUCTION	TLS_VISIUM_USZ::LC3	27	772	0.0179	0.00305	low-to-high	0.0117
GO:GOBP_T_CELL_ACTIVATION	TLS_VISIUM_USZ::LC3	27	772	0.0053	0.25	nonmonotonic	0.0017
GO:GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	TLS_VISIUM_USZ::LC3	27	772	0.0081	0.0992	nonmonotonic	0.0034
GO:GOBP_T_CELL_DIFFERENTIATION	TLS_VISIUM_USZ::LC3	27	772	0.0106	0.0419	nonmonotonic	0.0042
GO:GOBP_T_CELL_MEDIATED_IMMUNITY	TLS_VISIUM_USZ::LC3	27	772	0.0189	0.00217	nonmonotonic	0.0086
GO:GOBP_T_CELL_PROLIFERATION	TLS_VISIUM_USZ::LC3	27	772	0.003	0.517	high-to-low	0.0023
GO:GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC3	27	772	0.0043	0.345	nonmonotonic	0.0041
GO:GOBP_VACUOLE_ORGANIZATION	TLS_VISIUM_USZ::LC3	27	772	0.0094	0.0634	nonmonotonic	0.0067
GO:GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION	TLS_VISIUM_USZ::LC3	27	772	0.0094	0.0631	low-to-high	0.0088
GO:GOBP_VASCULATURE_DEVELOPMENT	TLS_VISIUM_USZ::LC3	27	772	0.001	0.866	low-to-high	0.0008
GO:GOBP_VASCULOGENESIS	TLS_VISIUM_USZ::LC3	27	772	0.0026	0.578	nonmonotonic	0.0029
GO:GOBP_VESICLE_MEDIATED_TRANSPORT	TLS_VISIUM_USZ::LC3	27	772	0.0105	0.044	nonmonotonic	0.0021
GO:GOBP_VESICLE_ORGANIZATION	TLS_VISIUM_USZ::LC3	27	772	0.0051	0.269	high-to-low	0.0026
GO:GOBP_VIRAL_GENOME_REPLICATION	TLS_VISIUM_USZ::LC3	27	772	0.0034	0.456	nonmonotonic	0.004
GO:GOBP_VIRAL_LIFE_CYCLE	TLS_VISIUM_USZ::LC3	27	772	0.0122	0.0242	nonmonotonic	0.0052
GO:GOBP_VIRAL_PROCESS	TLS_VISIUM_USZ::LC3	27	772	0.0035	0.442	flat	0.0029
GO:GOBP_WNT_SIGNALING_PATHWAY	TLS_VISIUM_USZ::LC3	27	772	0.0006	0.93	nonmonotonic	0.0009
GO:GOBP_WOUND_HEALING	TLS_VISIUM_USZ::LC3	27	772	0.005	0.279	nonmonotonic	0.0027
GO:GOBP_ACTIN_FILAMENT_BASED_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0085	0.29	nonmonotonic	0.0027
GO:GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	TLS_VISIUM_USZ::KC3	20	440	0.0159	0.0721	nonmonotonic	0.0095
GO:GOBP_ACTIN_FILAMENT_ORGANIZATION	TLS_VISIUM_USZ::KC3	20	440	0.0073	0.364	low-to-high	0.0035
GO:GOBP_ACTIVATION_OF_IMMUNE_RESPONSE	TLS_VISIUM_USZ::KC3	20	440	0.0155	0.0778	high-to-low	0.0045
GO:GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	TLS_VISIUM_USZ::KC3	20	440	0.0183	0.0445	high-to-low	0.0074
GO:GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION	TLS_VISIUM_USZ::KC3	20	440	0.0077	0.338	nonmonotonic	0.0051
GO:GOBP_ADAPTIVE_IMMUNE_RESPONSE	TLS_VISIUM_USZ::KC3	20	440	0.0096	0.242	nonmonotonic	0.0028
GO:GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	TLS_VISIUM_USZ::KC3	20	440	0.0128	0.13	nonmonotonic	0.0061
GO:GOBP_AEROBIC_RESPIRATION	TLS_VISIUM_USZ::KC3	20	440	0.0094	0.248	nonmonotonic	0.0065
GO:GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0017	0.862	nonmonotonic	0.0021
GO:GOBP_ALCOHOL_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0043	0.602	nonmonotonic	0.0028
GO:GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0021	0.819	nonmonotonic	0.002
GO:GOBP_ALPHA_BETA_T_CELL_ACTIVATION	TLS_VISIUM_USZ::KC3	20	440	0.0067	0.403	low-to-high	0.0048
GO:GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION	TLS_VISIUM_USZ::KC3	20	440	0.0093	0.255	nonmonotonic	0.0057
GO:GOBP_AMIDE_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0022	0.816	nonmonotonic	0.0016
GO:GOBP_AMINO_ACID_METABOLIC_PROCESS	TLS_VISIUM_USZ::KC3	20	440	0.0052	0.521	nonmonotonic	0.0026
GO:GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	TLS_VISIUM_USZ::KC3	20	440	0.0215	0.0235	nonmonotonic	0.0029
GO:GOBP_ANATOMICAL_STRUCTURE_MATURATION	TLS_VISIUM_USZ::KC3	20	440	0.0039	0.636	nonmonotonic	0.002
GO:GOBP_ANIMAL_ORGAN_MORPHOGENESIS	TLS_VISIUM_USZ::KC3	20	440	0.0019	0.843	flat	0.001
GO:GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION	TLS_VISIUM_USZ::KC3	20	440	0.0016	0.874	nonmonotonic	0.0011
