section	patient	focus	focus_size	half_hops	seed	pos_cov	mhc2_pos	b_pos	mhc2_neg_med	b_neg_med	mhc2_hit	b_hit	n_neg
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	7	4	3.0	22	0.125	2.2265	0.5337	2.1586	0.5083	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	7	4	3.0	33	0.125	2.2265	0.5337	2.3974	0.5665	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	7	4	5.0	11	0.041	2.165	0.5318	2.7209	0.6031	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	7	4	5.0	22	0.041	2.165	0.5318	2.7002	0.6144	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	7	4	5.0	33	0.041	2.165	0.5318	2.115	0.5308	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	7	4	8.0	11	0.017	2.2103	0.5598	2.6382	0.6044	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	7	4	8.0	22	0.017	2.2103	0.5598	2.6881	0.6254	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	7	4	8.0	33	0.017	2.2103	0.5598	2.4031	0.5793	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	8	10	3.0	11	0.312	2.7894	0.7068	2.0599	0.5473	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	8	10	3.0	22	0.312	2.7894	0.7068	2.0412	0.474	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	8	10	3.0	33	0.312	2.7894	0.7068	2.4069	0.5655	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	8	10	5.0	11	0.116	2.4128	0.604	2.1761	0.5158	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	8	10	5.0	22	0.116	2.4128	0.604	2.1031	0.4807	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	8	10	5.0	33	0.116	2.4128	0.604	2.1146	0.4877	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	8	10	8.0	11	0.054	2.3648	0.5863	2.4517	0.5982	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	8	10	8.0	22	0.054	2.3648	0.5863	2.4186	0.5942	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	8	10	8.0	33	0.054	2.3648	0.5863	2.6946	0.6198	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	9	3	3.0	11	0.214	2.4448	0.581	1.8473	0.494	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	9	3	3.0	22	0.214	2.4448	0.581	2.2866	0.5736	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	9	3	3.0	33	0.214	2.4448	0.581	2.8277	0.6381	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	9	3	5.0	11	0.111	2.1316	0.4965	2.0285	0.5288	True	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	9	3	5.0	22	0.111	2.1316	0.4965	2.2087	0.559	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	9	3	5.0	33	0.111	2.1316	0.4965	2.0225	0.4779	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	9	3	8.0	11	0.075	2.0014	0.4714	2.7201	0.6472	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	9	3	8.0	22	0.075	2.0014	0.4714	2.0208	0.5154	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	9	3	8.0	33	0.075	2.0014	0.4714	2.051	0.5272	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	10	12	3.0	11	0.306	2.4864	0.5842	2.1899	0.5565	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	10	12	3.0	22	0.306	2.4864	0.5842	2.2887	0.5174	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	10	12	3.0	33	0.306	2.4864	0.5842	2.3377	0.6044	True	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	10	12	5.0	11	0.135	2.16	0.5049	2.3518	0.573	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	10	12	5.0	22	0.135	2.16	0.5049	2.3841	0.5665	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	10	12	5.0	33	0.135	2.16	0.5049	1.8885	0.4707	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	10	12	8.0	11	0.063	1.854	0.4443	2.2214	0.5626	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	10	12	8.0	22	0.063	1.854	0.4443	2.4111	0.5834	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	10	12	8.0	33	0.063	1.854	0.4443	2.5796	0.6111	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	11	8	3.0	11	0.462	2.6886	0.6252	2.0474	0.531	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	11	8	3.0	22	0.462	2.6886	0.6252	2.7631	0.6687	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	11	8	3.0	33	0.462	2.6886	0.6252	2.1666	0.486	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	11	8	5.0	11	0.212	2.3284	0.5648	2.0788	0.493	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	11	8	5.0	22	0.212	2.3284	0.5648	2.6563	0.6155	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	11	8	5.0	33	0.212	2.3284	0.5648	2.1889	0.5368	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	11	8	8.0	11	0.129	2.326	0.545	2.5596	0.5901	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	11	8	8.0	22	0.129	2.326	0.545	2.6897	0.6046	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	11	8	8.0	33	0.129	2.326	0.545	2.0741	0.506	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	12	11	3.0	11	0.2	2.3757	0.6467	2.4591	0.6092	False	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	12	11	3.0	22	0.2	2.3757	0.6467	2.6419	0.6022	False	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	12	11	3.0	33	0.2	2.3757	0.6467	2.3233	0.576	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	12	11	5.0	11	0.116	2.3569	0.6175	2.4703	0.5567	False	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	12	11	5.0	22	0.116	2.3569	0.6175	2.5573	0.5748	False	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	12	11	5.0	33	0.116	2.3569	0.6175	1.9837	0.4554	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	12	11	8.0	11	0.074	2.4184	0.6094	2.3718	0.5868	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	12	11	8.0	22	0.074	2.4184	0.6094	2.2963	0.5584	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	12	11	8.0	33	0.074	2.4184	0.6094	2.2111	0.5649	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	13	3	3.0	11	0.073	2.398	0.6016	2.3958	0.6237	True	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	13	3	3.0	22	0.073	2.398	0.6016	2.5119	0.6105	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	13	3	3.0	33	0.073	2.398	0.6016	2.0927	0.4554	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	13	3	5.0	11	0.027	2.3222	0.5647	1.8235	0.471	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	13	3	5.0	22	0.027	2.3222	0.5647	2.6393	0.6273	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	13	3	5.0	33	0.027	2.3222	0.5647	2.6211	0.6623	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	13	3	8.0	11	0.013	2.3033	0.5344	2.097	0.5159	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	13	3	8.0	22	0.013	2.3033	0.5344	2.021	0.5218	True	True	2
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	13	3	8.0	33	0.013	2.3033	0.5344	2.6648	0.6151	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	14	3	3.0	11	0.158	2.1717	0.5247	2.6871	0.6682	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	14	3	3.0	22	0.158	2.1717	0.5247	2.3219	0.6015	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	14	3	3.0	33	0.158	2.1717	0.5247	2.5062	0.5716	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	14	3	5.0	11	0.192	2.273	0.5862	2.6639	0.6234	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	14	3	5.0	22	0.192	2.273	0.5862	1.4367	0.3715	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	14	3	5.0	33	0.192	2.273	0.5862	2.4564	0.5974	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	14	3	8.0	11	0.199	2.2413	0.5601	1.9026	0.4543	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	14	3	8.0	22	0.199	2.2413	0.5601	2.6557	0.6155	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	14	3	8.0	33	0.199	2.2413	0.5601	2.2216	0.5425	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	15	4	3.0	11	0.267	2.5621	0.634	1.9416	0.4958	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	15	4	3.0	22	0.267	2.5621	0.634	2.138	0.5332	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	15	4	3.0	33	0.267	2.5621	0.634	2.1226	0.5172	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	15	4	5.0	11	0.114	2.3522	0.5853	2.733	0.6574	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	15	4	5.0	22	0.114	2.3522	0.5853	2.0048	0.4927	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	15	4	5.0	33	0.114	2.3522	0.5853	2.1096	0.5188	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	15	4	8.0	11	0.078	2.1628	0.527	2.403	0.5726	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	15	4	8.0	22	0.078	2.1628	0.527	2.6592	0.6344	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	15	4	8.0	33	0.078	2.1628	0.527	1.9864	0.5131	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	16	4	3.0	11	0.111	2.2858	0.6382	2.6047	0.5897	False	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	16	4	3.0	22	0.111	2.2858	0.6382	2.1753	0.5365	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	16	4	3.0	33	0.111	2.2858	0.6382	2.3714	0.5227	False	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	16	4	5.0	11	0.038	2.2083	0.6047	2.0419	0.4681	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	16	4	5.0	22	0.038	2.2083	0.6047	2.647	0.5946	False	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	16	4	5.0	33	0.038	2.2083	0.6047	2.2054	0.4798	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	16	4	8.0	11	0.017	2.2608	0.5859	2.4104	0.579	False	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	16	4	8.0	22	0.017	2.2608	0.5859	2.7801	0.6238	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	16	4	8.0	33	0.017	2.2608	0.5859	2.1338	0.527	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	17	4	3.0	11	0.125	2.542	0.6172	2.3334	0.5345	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	17	4	3.0	22	0.125	2.542	0.6172	2.4767	0.6234	True	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	17	4	3.0	33	0.125	2.542	0.6172	2.2103	0.586	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	17	4	5.0	11	0.041	2.5444	0.6164	2.8038	0.6462	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	17	4	5.0	22	0.041	2.5444	0.6164	2.217	0.5456	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	17	4	5.0	33	0.041	2.5444	0.6164	1.9768	0.475	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	17	4	8.0	11	0.017	2.6847	0.6291	2.4567	0.5882	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	17	4	8.0	22	0.017	2.6847	0.6291	2.6841	0.6164	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	17	4	8.0	33	0.017	2.6847	0.6291	2.5257	0.5726	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	18	1	3.0	11	0.098	2.4186	0.6198	2.4547	0.5782	False	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	18	1	3.0	22	0.098	2.4186	0.6198	2.0923	0.5029	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	18	1	3.0	33	0.098	2.4186	0.6198	1.8718	0.4832	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	18	1	5.0	11	0.064	2.3593	0.5966	2.4265	0.5968	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	18	1	5.0	22	0.064	2.3593	0.5966	2.4769	0.597	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	18	1	5.0	33	0.064	2.3593	0.5966	2.5377	0.6167	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	18	1	8.0	11	0.042	2.3539	0.5854	2.7252	0.6187	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	18	1	8.0	22	0.042	2.3539	0.5854	2.3199	0.5663	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	18	1	8.0	33	0.042	2.3539	0.5854	2.6943	0.6331	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	19	1	3.0	11	0.028	2.3683	0.5719	2.2657	0.546	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	19	1	3.0	22	0.028	2.3683	0.5719	2.7233	0.5912	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	19	1	3.0	33	0.028	2.3683	0.5719	2.2803	0.5896	True	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	19	1	5.0	11	0.012	1.8484	0.4788	2.3336	0.5676	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	19	1	5.0	22	0.012	1.8484	0.4788	2.6744	0.6725	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	19	1	5.0	33	0.012	1.8484	0.4788	2.1868	0.551	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	19	1	8.0	11	0.006	1.7486	0.4523	2.4379	0.5842	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	19	1	8.0	22	0.006	1.7486	0.4523	2.7166	0.6136	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	19	1	8.0	33	0.006	1.7486	0.4523	2.73	0.6258	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	0	11	3.0	11	0.344	0.7994	0.1663	1.7193	0.6061	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	0	11	3.0	22	0.344	0.7994	0.1663	1.115	0.3858	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	0	11	3.0	33	0.344	0.7994	0.1663	1.5042	0.5035	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	0	11	5.0	11	0.112	1.2842	0.2853	1.1623	0.3515	True	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	0	11	5.0	22	0.112	1.2842	0.2853	1.4984	0.4786	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	0	11	5.0	33	0.112	1.2842	0.2853	1.5469	0.5054	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	0	11	8.0	11	0.056	1.5693	0.3609	1.3217	0.4383	True	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	0	11	8.0	22	0.056	1.5693	0.3609	1.5704	0.5669	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	0	11	8.0	33	0.056	1.5693	0.3609	1.6847	0.5671	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	1	16	3.0	11	0.444	0.8229	0.3077	1.3038	0.4043	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	1	16	3.0	22	0.444	0.8229	0.3077	1.1754	0.535	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	1	16	3.0	33	0.444	0.8229	0.3077	1.3896	0.4121	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	1	16	5.0	11	0.162	1.1876	0.4576	1.4221	0.3518	False	True	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	1	16	5.0	22	0.162	1.1876	0.4576	1.2681	0.3868	False	True	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	1	16	5.0	33	0.162	1.1876	0.4576	1.4124	0.5005	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	1	16	8.0	11	0.071	1.4963	0.5477	1.5323	0.5773	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	1	16	8.0	22	0.071	1.4963	0.5477	1.3365	0.3314	True	True	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	1	16	8.0	33	0.071	1.4963	0.5477	1.3745	0.3776	True	True	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	2	6	3.0	11	0.188	0.6481	0.2246	1.7055	0.6356	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	2	6	3.0	22	0.188	0.6481	0.2246	1.1353	0.4233	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	2	6	3.0	33	0.188	0.6481	0.2246	0.9287	0.4178	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	2	6	5.0	11	0.133	0.9943	0.3299	1.2674	0.3502	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	2	6	5.0	22	0.133	0.9943	0.3299	1.3677	0.405	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	2	6	5.0	33	0.133	0.9943	0.3299	1.4538	0.5838	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	2	6	8.0	11	0.066	1.2082	0.4062	1.3772	0.4457	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	2	6	8.0	22	0.066	1.2082	0.4062	1.6059	0.5752	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	2	6	8.0	33	0.066	1.2082	0.4062	1.2609	0.5303	False	False	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	3	11	3.0	11	0.268	2.6946	1.0683	1.7641	0.5616	True	True	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	3	11	3.0	22	0.268	2.6946	1.0683	1.397	0.5136	True	True	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	3	11	3.0	33	0.268	2.6946	1.0683	1.5714	0.4386	True	True	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	3	11	5.0	11	0.153	2.1521	0.8504	1.64	0.5199	True	True	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	3	11	5.0	22	0.153	2.1521	0.8504	1.3763	0.4663	True	True	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	3	11	5.0	33	0.153	2.1521	0.8504	1.3831	0.3811	True	True	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	3	11	8.0	11	0.143	1.9151	0.7349	1.241	0.3281	True	True	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	3	11	8.0	22	0.143	1.9151	0.7349	1.7091	0.5795	True	True	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	3	11	8.0	33	0.143	1.9151	0.7349	1.4794	0.5339	True	True	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	4	25	3.0	11	0.333	2.1826	0.7675	1.5091	0.5823	True	True	4
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	4	25	3.0	22	0.333	2.1826	0.7675	1.4472	0.3867	True	True	4
