section	patient	focus	focus_size	half_hops	seed	pos_cov	mhc2_pos	b_pos	mhc2_neg_med	b_neg_med	mhc2_hit	b_hit	n_neg
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	16	19	8.0	11	0.174	1.036	0.439	0.9782	0.3016	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	16	19	8.0	22	0.174	1.036	0.439	1.2889	0.37	False	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	16	19	8.0	33	0.174	1.036	0.439	1.0101	0.2975	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	17	1	3.0	11	0.244	1.4848	0.6524	0.7822	0.2791	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	17	1	3.0	22	0.244	1.4848	0.6524	0.5767	0.2575	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	17	1	3.0	33	0.244	1.4848	0.6524	0.8313	0.3404	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	17	1	5.0	11	0.257	1.2834	0.5578	0.5161	0.2149	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	17	1	5.0	22	0.257	1.2834	0.5578	0.8255	0.3296	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	17	1	5.0	33	0.257	1.2834	0.5578	0.7909	0.3568	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	17	1	8.0	11	0.147	1.1613	0.5093	0.4621	0.2733	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	17	1	8.0	22	0.147	1.1613	0.5093	0.7366	0.3006	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	17	1	8.0	33	0.147	1.1613	0.5093	0.2572	0.1837	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	18	19	3.0	11	0.562	0.6063	0.283	1.067	0.3929	False	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	18	19	3.0	22	0.562	0.6063	0.283	0.236	0.2206	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	18	19	3.0	33	0.562	0.6063	0.283	0.843	0.2673	False	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	18	19	5.0	11	0.255	0.5681	0.238	0.8166	0.2878	False	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	18	19	5.0	22	0.255	0.5681	0.238	0.5793	0.2372	False	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	18	19	5.0	33	0.255	0.5681	0.238	0.8092	0.3187	False	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	18	19	8.0	11	0.202	0.5942	0.2525	0.3429	0.1931	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	18	19	8.0	22	0.202	0.5942	0.2525	0.718	0.367	False	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	18	19	8.0	33	0.202	0.5942	0.2525	0.8526	0.3081	False	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	19	1	3.0	11	0.049	1.1299	0.5263	0.3591	0.226	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	19	1	3.0	22	0.049	1.1299	0.5263	1.298	0.4432	False	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	19	1	3.0	33	0.049	1.1299	0.5263	0.8073	0.3587	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	19	1	5.0	11	0.071	1.0274	0.4796	0.6594	0.3446	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	19	1	5.0	22	0.071	1.0274	0.4796	0.6842	0.2435	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	19	1	5.0	33	0.071	1.0274	0.4796	0.2372	0.1895	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	19	1	8.0	11	0.182	0.9476	0.4147	0.7416	0.2675	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	19	1	8.0	22	0.182	0.9476	0.4147	0.3975	0.224	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	19	1	8.0	33	0.182	0.9476	0.4147	0.8511	0.2788	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	20	9	3.0	11	0.389	0.6101	0.2205	0.497	0.2226	True	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	20	9	3.0	22	0.389	0.6101	0.2205	0.2966	0.1654	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	20	9	3.0	33	0.389	0.6101	0.2205	0.8763	0.2892	False	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	20	9	5.0	11	0.439	0.642	0.2412	0.3973	0.2466	True	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	20	9	5.0	22	0.439	0.642	0.2412	0.3624	0.2271	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	20	9	5.0	33	0.439	0.642	0.2412	0.2994	0.1793	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	20	9	8.0	11	0.292	0.6683	0.2625	0.9261	0.3415	False	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	20	9	8.0	22	0.292	0.6683	0.2625	0.566	0.2588	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	20	9	8.0	33	0.292	0.6683	0.2625	0.8756	0.2864	False	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	21	3	3.0	11	0.139	0.4677	0.3082	0.8864	0.2908	False	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	21	3	3.0	22	0.139	0.4677	0.3082	0.6947	0.3422	False	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	21	3	3.0	33	0.139	0.4677	0.3082	0.7832	0.301	False	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	21	3	5.0	11	0.162	0.5042	0.3125	0.5177	0.2427	False	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	21	3	5.0	22	0.162	0.5042	0.3125	0.6317	0.2831	False	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	21	3	5.0	33	0.162	0.5042	0.3125	0.9474	0.3173	False	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	21	3	8.0	11	0.257	0.6332	0.355	0.5128	0.2794	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	21	3	8.0	22	0.257	0.6332	0.355	0.2591	0.1801	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	21	3	8.0	33	0.257	0.6332	0.355	0.7659	0.2647	False	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	22	1	3.0	11	0.195	1.3279	0.4618	0.6218	0.2063	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	22	1	3.0	22	0.195	1.3279	0.4618	0.2818	0.1841	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	22	1	3.0	33	0.195	1.3279	0.4618	0.4542	0.225	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	22	1	5.0	11	0.306	1.1382	0.4214	0.747	0.2891	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	22	1	5.0	22	0.306	1.1382	0.4214	0.6878	0.2975	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	22	1	5.0	33	0.306	1.1382	0.4214	1.4094	0.3843	False	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	22	1	8.0	11	0.258	0.8306	0.3294	0.7179	0.2617	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	22	1	8.0	22	0.258	0.8306	0.3294	0.9921	0.3369	False	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	22	1	8.0	33	0.258	0.8306	0.3294	0.4851	0.2283	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	23	4	3.0	11	0.2	1.882	0.7589	0.3015	0.2092	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	23	4	3.0	22	0.2	1.882	0.7589	0.253	0.1722	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	23	4	3.0	33	0.2	1.882	0.7589	1.0176	0.4295	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	23	4	5.0	11	0.089	1.6583	0.6188	0.5424	0.2634	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	23	4	5.0	22	0.089	1.6583	0.6188	0.6373	0.2252	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	23	4	5.0	33	0.089	1.6583	0.6188	0.4053	0.2284	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	23	4	8.0	11	0.138	1.3501	0.5085	0.8622	0.2936	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	23	4	8.0	22	0.138	1.3501	0.5085	0.3569	0.2207	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	23	4	8.0	33	0.138	1.3501	0.5085	1.0934	0.3603	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	24	3	3.0	11	0.097	0.2386	0.233	1.6554	0.47	False	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	24	3	3.0	22	0.097	0.2386	0.233	0.3918	0.2268	False	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	24	3	3.0	33	0.097	0.2386	0.233	1.0612	0.369	False	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	24	3	5.0	11	0.093	0.3589	0.2516	0.5357	0.2425	False	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	24	3	5.0	22	0.093	0.3589	0.2516	1.4428	0.3772	False	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	24	3	5.0	33	0.093	0.3589	0.2516	0.3024	0.2241	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	24	3	8.0	11	0.13	0.3957	0.2576	0.7574	0.3391	False	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	24	3	8.0	22	0.13	0.3957	0.2576	0.5321	0.2315	False	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	24	3	8.0	33	0.13	0.3957	0.2576	0.2333	0.1798	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	25	1	3.0	11	0.122	1.2697	0.5613	0.6176	0.2587	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	25	1	3.0	22	0.122	1.2697	0.5613	0.7518	0.2859	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	25	1	3.0	33	0.122	1.2697	0.5613	0.5025	0.2515	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	25	1	5.0	11	0.168	1.0141	0.437	0.5129	0.2891	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	25	1	5.0	22	0.168	1.0141	0.437	0.3011	0.1965	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	25	1	5.0	33	0.168	1.0141	0.437	0.964	0.4028	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	25	1	8.0	11	0.194	0.9422	0.4024	0.7253	0.2999	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	25	1	8.0	22	0.194	0.9422	0.4024	1.0225	0.3056	False	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	25	1	8.0	33	0.194	0.9422	0.4024	0.7973	0.2845	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	26	2	3.0	11	0.062	0.2834	0.245	0.8082	0.4194	False	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	26	2	3.0	22	0.062	0.2834	0.245	0.3236	0.2269	False	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	26	2	3.0	33	0.062	0.2834	0.245	0.555	0.273	False	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	26	2	5.0	11	0.02	0.3204	0.2509	0.5474	0.287	False	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	26	2	5.0	22	0.02	0.3204	0.2509	0.5948	0.2356	False	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	26	2	5.0	33	0.02	0.3204	0.2509	0.6804	0.2608	False	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	26	2	8.0	11	0.01	0.4059	0.2616	0.3572	0.2028	True	True	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	26	2	8.0	22	0.01	0.4059	0.2616	0.8322	0.2747	False	False	4
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	26	2	8.0	33	0.01	0.4059	0.2616	0.3557	0.2018	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	0	5	3.0	11	0.139	1.8111	0.4434	2.0287	0.4895	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	0	5	3.0	22	0.139	1.8111	0.4434	1.9244	0.53	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	0	5	3.0	33	0.139	1.8111	0.4434	2.78	0.6508	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	0	5	5.0	11	0.051	1.7797	0.4448	2.6542	0.6043	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	0	5	5.0	22	0.051	1.7797	0.4448	2.7696	0.6076	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	0	5	5.0	33	0.051	1.7797	0.4448	2.6042	0.5817	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	0	5	8.0	11	0.02	1.7586	0.4499	2.6883	0.6358	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	0	5	8.0	22	0.02	1.7586	0.4499	2.3866	0.5857	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	0	5	8.0	33	0.02	1.7586	0.4499	2.284	0.5541	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	1	6	3.0	11	0.3	2.3428	0.5965	2.6789	0.582	False	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	1	6	3.0	22	0.3	2.3428	0.5965	2.3189	0.5865	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	1	6	3.0	33	0.3	2.3428	0.5965	2.2207	0.5271	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	1	6	5.0	11	0.163	2.4032	0.5599	2.35	0.5484	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	1	6	5.0	22	0.163	2.4032	0.5599	2.603	0.6099	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	1	6	5.0	33	0.163	2.4032	0.5599	2.4406	0.5955	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	1	6	8.0	11	0.076	2.3701	0.5561	2.392	0.5867	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	1	6	8.0	22	0.076	2.3701	0.5561	2.6524	0.6037	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	1	6	8.0	33	0.076	2.3701	0.5561	2.6665	0.6091	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	2	1	3.0	11	0.133	2.2556	0.519	1.9885	0.4839	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	2	1	3.0	22	0.133	2.2556	0.519	2.5837	0.6013	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	2	1	3.0	33	0.133	2.2556	0.519	2.7048	0.6402	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	2	1	5.0	11	0.108	2.3387	0.563	2.4128	0.5728	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	2	1	5.0	22	0.108	2.3387	0.563	2.6489	0.6058	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	2	1	5.0	33	0.108	2.3387	0.563	2.4725	0.5664	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	2	1	8.0	11	0.112	2.3628	0.6055	2.4717	0.5633	False	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	2	1	8.0	22	0.112	2.3628	0.6055	2.1136	0.5048	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	2	1	8.0	33	0.112	2.3628	0.6055	2.4235	0.5756	False	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	3	33	3.0	11	0.556	2.2479	0.5832	2.3193	0.5663	False	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	3	33	3.0	22	0.556	2.2479	0.5832	2.3268	0.5829	False	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	3	33	3.0	33	0.556	2.2479	0.5832	2.4623	0.6252	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	3	33	5.0	11	0.344	2.3421	0.5897	2.6787	0.6426	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	3	33	5.0	22	0.344	2.3421	0.5897	1.9744	0.5026	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	3	33	5.0	33	0.344	2.3421	0.5897	2.0983	0.4374	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	3	33	8.0	11	0.157	2.359	0.5732	2.7718	0.6275	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	3	33	8.0	22	0.157	2.359	0.5732	2.3341	0.5546	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	3	33	8.0	33	0.157	2.359	0.5732	2.1059	0.5432	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	4	3	3.0	11	0.103	1.4187	0.3484	2.3913	0.5725	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	4	3	3.0	22	0.103	1.4187	0.3484	2.8235	0.6669	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	4	3	3.0	33	0.103	1.4187	0.3484	1.7572	0.4325	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	4	3	5.0	11	0.07	1.5444	0.3649	2.1758	0.5427	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	4	3	5.0	22	0.07	1.5444	0.3649	2.5411	0.6286	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	4	3	5.0	33	0.07	1.5444	0.3649	1.8061	0.3888	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	4	3	8.0	11	0.06	1.7646	0.4057	2.066	0.5376	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	4	3	8.0	22	0.06	1.7646	0.4057	2.0271	0.4685	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	4	3	8.0	33	0.06	1.7646	0.4057	2.2788	0.5781	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	5	11	3.0	11	0.367	2.3793	0.6768	2.1196	0.503	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	5	11	3.0	22	0.367	2.3793	0.6768	2.0881	0.5677	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	5	11	3.0	33	0.367	2.3793	0.6768	2.4405	0.564	False	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	5	11	5.0	11	0.167	2.2156	0.6112	2.1926	0.5091	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	5	11	5.0	22	0.167	2.2156	0.6112	2.546	0.6011	False	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	5	11	5.0	33	0.167	2.2156	0.6112	2.1234	0.4805	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	5	11	8.0	11	0.08	2.1482	0.5598	2.3552	0.5744	False	False	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	5	11	8.0	22	0.08	2.1482	0.5598	2.3489	0.5454	False	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	5	11	8.0	33	0.08	2.1482	0.5598	1.7103	0.4323	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	6	5	3.0	11	0.207	2.6986	0.6021	2.4254	0.5454	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	6	5	3.0	22	0.207	2.6986	0.6021	2.6329	0.597	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	6	5	3.0	33	0.207	2.6986	0.6021	2.3115	0.5403	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	6	5	5.0	11	0.103	2.5305	0.5887	2.4456	0.5799	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	6	5	5.0	22	0.103	2.5305	0.5887	2.1936	0.5667	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	6	5	5.0	33	0.103	2.5305	0.5887	2.2395	0.5196	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	6	5	8.0	11	0.113	2.4658	0.6297	2.2265	0.5278	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	6	5	8.0	22	0.113	2.4658	0.6297	2.3709	0.5448	True	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	6	5	8.0	33	0.113	2.4658	0.6297	2.7431	0.6267	False	True	4
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	7	4	3.0	11	0.125	2.2265	0.5337	2.6004	0.5864	False	False	4
