# r16.field_registry.v1.1 (2026-09-15, D-118 tier1b + D-119 tier2j joint; grades capped at EXPLORATORY_REPRODUCED; CLAIM_CANDIDATE requires separate approval)
pattern_id	tier	kind	axis_name	lineage	n_sections	n_patients	resolution_support	top_markers	geometry	effect_size	null_type	null_draws	null_p	fdr_q	cross_patient_shape_corr	residual_dimension	uncertainty_ci95	evidence_grade	notes
R16B_732	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	IGLC7;ACKR2;C4BPB;SPTBN2;WNT3;CHTF18;CPS1;TM4SF20;BCAN;C12orf42	NA	0.0187	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_733	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	UBD;THBS1;ST14;AGR2;HIST1H4I;CALD1;C1QTNF5;HMGA1;AEBP1;LSR	NA	0.0398	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_734	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	BDH1;DES;C1orf109;PLCB3;IGSF9B;KCNS2;LCNL1;ZNF595;SH3BGRL3;ADCY1	NA	0.0233	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_735	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	KIF5C;PCDHB13;NELL1;DUOXA2;GPR143;TLL1;ACTL8;CRMP1;RADX;LRRC55	NA	0.0130	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_736	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	CLCA4;NPTX2;CDHR3;EYA4;FAM178B;FAM9C;FOXO6;P3R3URF;SYP;RNASE7	NA	0.0123	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_737	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	AWAT2;ATP6V0D2;LRIT1;MESP2;AC013470.2;APOBEC1;RAI2;SLC1A7;SLC13A2;HBD	NA	0.0118	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_738	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	COL4A3;TBXT;PRKCG;TWIST2;GPR4;RGR;DOCK3;TINAG;BDKRB1;PRRT1B	NA	0.0117	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_739	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	PDZK1;TEX29;APOC4;MDGA1;DYNLRB2;STK33;LRTM2;ZNF99;TRAJ40;SLC5A4	NA	0.0110	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_740	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	TRAJ42;GPR3;RHCG;MAGEB4;PRDM16;TMEM72;BST1;DOK7;MYOCD;MUC3A	NA	0.0097	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_741	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	TYRP1;TRAV38-2DV8;SCGB2B2;MKRN2OS;SEC14L6;PGLYRP3;MSTN;DRD2;RNF112;GPR171	NA	0.0091	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_742	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	FAM110D;HCRT;HYLS1;LIN7A;IL9R;TSPO2;ATP1A2;RYR1;KIAA2012;ADGRG7	NA	0.0089	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_743	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	ZNF474;ACER1;ACOT12;KRT12;WNT3;SNAI1;FOXE3;TUBA8;EVX2;BRSK1	NA	0.0081	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_744	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	SMIM5;B3GALT5;TRBV27;DNAH5;HS3ST3A1;MSMP;ATG4C;DEPRECATED_ENSG00000027869;DEPRECATED_ENSG00000070371;PCYT1B	NA	0.0138	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_745	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	BDNF;PTGDS;HAND2;MYH11;DES;VCX;MMP9;CHRNB4;MBD3L1;LGI4	NA	0.0122	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_746	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	SMIM27;COL1A1;IGKC;ZDHHC21;IGLC2;DNAAF3;IGKV1D-12;IGLC3;IGHG3;DEPRECATED_ENSG00000211685	NA	0.0107	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_747	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	CPE;COL3A1;COL1A1;ZNF529;ST6GALNAC6;LSP1;DEPRECATED_ENSG00000277632;LHFPL6;NOS2;FAM155B	NA	0.0103	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_748	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	CEACAM7;HIST1H2BE;RYR2;BCL2L15;SLC4A11;LMX1A;SH2D1A;DEPRECATED_ENSG00000181652;HSD17B1;PSCA	NA	0.0086	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_749	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	DCLK3;TRAV22;ROBO1;TMEM144;EGLN1;FOXJ1;RRAD;FABP4;DNAAF3;AQP8	NA	0.0112	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_750	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	USP17L19;C20orf204;OOSP2;C11orf42;SCEL;NLRP8;DNAJB13;KRTAP4-8;CCR10;SEMA5B	NA	0.0106	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_751	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	FCGR1A;SEMA5B;MN1;RRAD;GNA15;USP17L19;C20orf204;KRT26;ROBO1;RGS4	NA	0.0132	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_752	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	CYP27A1;GPC6;FBLL1;MT3;CCL23;SYNE4;PROS1;ADCY10;CNIH3;IRX4	NA	0.0130	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_753	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	IGKC;REG4;DEPRECATED_ENSG00000211890;JCHAIN;IGHA1;IGKV3OR2-268;IGLC2;DEPRECATED_ENSG00000211685;MT1G;COL1A2	NA	0.0070	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_754	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	SLC26A2;CD177;SLC37A2;B4GALNT2;AQP8;SELENBP1;ZG16;MT1M;C10orf99;LYZ	NA	0.0049	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_755	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	SLC25A5;IGHG2;AQP8;ZG16;ALDOA;KRTAP4-8;CD177;FCGBP;SLC26A2;BEST4	NA	0.0039	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_756	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	GPR84;GABRG1;OR2A42;IGDCC3;NTSR1;TBX22;GPR3;UMOD;MAGEA4;TMEM275	NA	0.0035	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_757	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	KRTAP4-8;EVX2;PAX3;TRPM8;A3GALT2;DEPRECATED_ENSG00000187595;ZACN;DISP3;MRGPRG;CAV3	NA	0.0034	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_758	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	PAX3;KLF14;KRT79;GRK1;GPR149;KLF8;SNCB;GPR148;CHIT1;HUNK	NA	0.0033	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_759	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	SPSB4;RTP2;BEX1;RSPO4;LRRN4;ASCL4;PTF1A;SCN10A;MINDY4B;IQCJ	NA	0.0032	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_760	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	SPSB4;RTP2;RSPO4;BEX1;ASCL4;LRRN4;PYDC1;SLC18A3;PTF1A;PLK5	NA	0.0031	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_761	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	SLC26A2;CD177;MT1M;AQP8;ZG16;HSD3B2;SELENBP1;SLC37A2;VWC2;VANGL2	NA	0.0130	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_762	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	FBN3;SP8;GNPAT;IQCC;LGALS2;FZD8;OR14C36;GSTA1;CLRN2;IFNA16	NA	0.0080	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_763	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	PPP4R3C;OR7G3;GPR174;MTRNR2L8;KIF15;WT1;CALML3;PRR32;CCL3L1;PRDM12	NA	0.0077	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_764	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	BHLHA15;TMEM158;IGLJ1;RAMP1;MELTF;IGLC1;CCDC8;MUC6;TNFRSF17;DEPRECATED_ENSG00000091831	NA	0.0199	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_765	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	IGKV5-2;TPSD1;AVP;GRAMD2A;KLF15;HSPA12B;IL1RL1;CLEC18B;SHISA3;HTRA3	NA	0.0137	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_766	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	DEPRECATED_ENSG00000211890;IGKC;IGHV3-35;IGKV4-1;SLC2A1;KRT20;JCHAIN;PI3;IGHJ6;IGLC2	NA	0.0022	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_767	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	APOE;IGHG4;CIITA;HLA-DOA;DUOXA2;CLCA1;HLA-DMA;SPINK4;IGKV3OR2-268;CCL18	NA	0.0018	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_768	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	IGLC1;IGHV3-30;IGHG2;DEPRECATED_ENSG00000211685;ANGPT2;FLT1;DEPRECATED_ENSG00000211892;IGLV3-1;IGKV3OR2-268;IGLC3	NA	0.0014	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_769	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	CLCA4;SLC9A3;C11orf86;DHRS9;IL11;CA4;CXCL5;DEPRECATED_ENSG00000211685;TFPI2;CDHR2	NA	0.0013	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_770	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	CTSG;MMP1;INSM2;IL13;DEPRECATED_ENSG00000196611;MMP3;GAS1;SERPINB7;AC119396.1;MT2A	NA	0.0056	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_771	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	APOC1;REG1A;REG1B;REG3A;DEPRECATED_ENSG00000211890;TCF21;SPINK4;IGHV3-35;DEFA5;CLCA1	NA	0.0055	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_772	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	CST1;C7;ANGPT2;UTS2R;FLT1;KRT16;KRT81;SFTA2;DEPRECATED_ENSG00000198300;KRT31	NA	0.0045	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_773	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	FABP1;SLC26A3;IFI27;MUC12;CKB;CEACAM7;FOXM1;IFIT3;STAT1;FXYD3	NA	0.0031	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_774	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	S100A9;LCN2;IL11;MMP3;CXCL5;IL6;SAT1;SERPINA1;S100A7;CXCL8	NA	0.0020	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_775	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	IGHG2;DEPRECATED_ENSG00000211892;IGKV1D-12;IGLC2;SERF1A;IGHV3OR16-13;DEPRECATED_ENSG00000211685;IGHA1;IGKV3OR2-268;IGKC	NA	0.0016	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_776	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	TIMP3;SFRP4;CXCL14;CXCL5;IL11;CKB;IGKV1D-12;IGHA1;IGKV4-1;PLOD2	NA	0.0015	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_777	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	DMBT1;SPP1;MMP7;HSPA1A;DDIT4;IGLC3;EEF1G;LCN2;EEF1A1;DEPRECATED_ENSG00000170345	NA	0.0012	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_778	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	IGHG4;IGHG3;IGLV3-1;IGHV5-10-1;CXCL14;IGHJ6;CST1;DEPRECATED_ENSG00000211890;MSLN;IGFBP3	NA	0.0011	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_779	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	LCN15;MSLN;DEPRECATED_ENSG00000211890;C3;WNT2;ALDH1A3;LYZ;PRSS33;TREM1;CCL21	NA	0.0043	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_780	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	SPP1;HIST1H2AJ;HIST1H3J;IGFBP3;ANXA1;CD55;ZWINT;HIST1H2AH;TK1;H2AFX	NA	0.0044	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_781	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	CST2;RAB39B;NTSR2;VCX;GRIA2;MAG;GUCA1A;CD3G;IGFLR1;ALAS2	NA	0.0038	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_782	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	PRAP1;FLG2;OR10K2;GPR83;ZNF648;AC091057.6;CXorf66;CDR1;RIMBP2;DEPRECATED_ENSG00000162552	NA	0.0035	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_783	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	CST2;VCX;NTSR2;RAB39B;KCNE5;VSX1;RYR3;LRRC55;SCNN1B;GRIA2	NA	0.0033	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_784	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	OR11A1;M1AP;CD300LB;GCM2;ACP4;BCL11B;CD27;SLC23A1;NHLH2;SSX5	NA	0.0033	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_785	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	NHLH2;SSX5;NTSR2;RAB39B;VCX;CST2;CLEC17A;FCRL1;MTRNR2L8;FTCD	NA	0.0033	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_786	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	VSX1;KCNE5;RYR3;AQP12B;PLA1A;GPR18;GRIK5;ZFP69B;CBLIF;FGFR4	NA	0.0032	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_787	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	GPR37L1;OR5H15;RHBDL3;KEL;CCDC184;OR11A1;OPN5;TMSB15B;DEPRECATED_ENSG00000185010;C4orf54	NA	0.0032	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_788	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	TFF2;S100A6;FXYD3;LBH;DHRS9;ITM2C;S100P;DEPRECATED_ENSG00000087250;IL32;SEMA3B	NA	0.0124	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_789	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	DSG3;AREG;CER1;CRB3;PPP1R15A;OR5V1;TRAV12-2;KRT79;OPRPN;KANK4	NA	0.0112	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_790	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	NXT2;DNAJB1;GPR3;IGDCC3;ARHGDIG;IL6;DSN1;FAAP24;ZNF385B;KLHL38	NA	0.0112	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_791	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	MMP10;GALNT16;OR2AE1;GMNC;FRYL;C15orf48;PRLR;SPEG;PLA1A;LTV1	NA	0.0093	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_792	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	REG1A;LCN2;S100A9;REG3A;HIST1H1E;RAN;SLC25A5;REG1B;ALDOA;SERF2	NA	0.0072	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=1.00;recurrence_patients=1
R16B_793	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	TIPARP;OPRM1;ZNF230;FAM71B;SPEM3;SMPX;SNX31;DPPA4;MC2R;DEFB115	NA	0.0054	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_794	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	MKRN2OS;AQP10;VSIG10L;FABP6;NKX2-1;TRAJ54;SLC22A31;FAM13B;CLCN1;MS4A18	NA	0.0050	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_795	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	AQP10;MKRN2OS;VSIG10L;FABP6;INCA1;GNRH2;STAC2;SLC22A31;NAALADL2;FAM13B	NA	0.0048	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_796	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	OR7E24;SMIM32;MUC17;SDHAF1;EFCAB3;CST9;FAM71B;MC2R;DPPA4;SMPX	NA	0.0046	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_797	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	EFCAB3;SDHAF1;CNTN2;ZNF683;PSKH2;TRAV12-3;TIPARP;ZNF474;A3GALT2;ATP4A	NA	0.0046	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
R16B_798	1b	discovered_axis	NEW	HTAN_VANDERBILT_CRC	1	1	lambda:1/4	ANKRD34C;NLRP5;IAPP;CCDC166;ATP4A;KRT71;MAGEB6;TTLL8;A3GALT2;OR6P1	NA	0.0045	value_permutation_LISA	999	NA	0.05	1.000	new_frac=1.00	NA	DESCRIPTIVE_SINGLE_PATIENT	purity=1.00;tile_frac=0.00;recurrence_patients=0
