stem	draw	accepted	frac_within_tol	unique_src_frac	dup_rate	moran_obs	moran_sur	moran_ratio
0019_HTAN_6723_KL_1_filt	0	True	0.777	0.778	0.222	0.085	0.129	1.506
0019_HTAN_6723_KL_1_filt	1	True	0.867	0.867	0.133	0.085	0.111	1.298
0019_HTAN_6723_KL_1_filt	2	True	0.745	0.745	0.255	0.085	0.128	1.494
0019_HTAN_6723_KL_1_filt	3	True	0.838	0.839	0.161	0.085	0.113	1.328
0019_HTAN_6723_KL_1_filt	4	True	0.728	0.728	0.272	0.085	0.123	1.441
0019_HTAN_6723_KL_1_filt	5	True	0.708	0.709	0.291	0.085	0.133	1.557
0019_HTAN_6723_KL_1_filt	6	True	0.709	0.71	0.29	0.085	0.098	1.147
0019_HTAN_6723_KL_1_filt	7	True	0.85	0.85	0.15	0.085	0.122	1.424
0019_HTAN_6723_KL_1_filt	8	True	0.751	0.751	0.249	0.085	0.124	1.451
0019_HTAN_6723_KL_1_filt	9	True	0.792	0.792	0.208	0.085	0.12	1.407
0019_HTAN_6723_KL_1_filt	10	True	0.739	0.74	0.26	0.085	0.106	1.239
0019_HTAN_6723_KL_1_filt	11	True	0.763	0.764	0.236	0.085	0.12	1.401
0019_HTAN_6723_KL_1_filt	12	True	0.812	0.812	0.188	0.085	0.129	1.511
0019_HTAN_6723_KL_1_filt	13	True	0.762	0.763	0.237	0.085	0.111	1.296
0019_HTAN_6723_KL_1_filt	14	True	0.806	0.807	0.193	0.085	0.113	1.327
0019_HTAN_6723_KL_1_filt	15	True	0.773	0.774	0.226	0.085	0.123	1.438
0019_HTAN_6723_KL_1_filt	16	True	0.82	0.821	0.179	0.085	0.125	1.464
0019_HTAN_6723_KL_1_filt	17	True	0.829	0.829	0.171	0.085	0.124	1.453
0019_HTAN_6723_KL_1_filt	18	True	0.778	0.778	0.222	0.085	0.139	1.624
0019_HTAN_6723_KL_1_filt	19	True	0.81	0.811	0.189	0.085	0.114	1.335
0019_HTAN_6723_KL_1_filt	20	True	0.813	0.813	0.187	0.085	0.112	1.317
0019_HTAN_6723_KL_1_filt	21	True	0.772	0.774	0.226	0.085	0.121	1.416
0019_HTAN_6723_KL_1_filt	22	True	0.77	0.772	0.228	0.085	0.117	1.365
0019_HTAN_6723_KL_1_filt	23	True	0.733	0.733	0.267	0.085	0.094	1.097
0019_HTAN_6723_KL_1_filt	24	True	0.701	0.702	0.298	0.085	0.112	1.317
0019_HTAN_6723_KL_1_filt	25	True	0.754	0.754	0.246	0.085	0.114	1.338
0019_HTAN_6723_KL_1_filt	26	True	0.835	0.836	0.164	0.085	0.111	1.302
0019_HTAN_6723_KL_1_filt	27	True	0.793	0.793	0.207	0.085	0.118	1.384
0019_HTAN_6723_KL_1_filt	28	True	0.79	0.791	0.209	0.085	0.128	1.497
0019_HTAN_6723_KL_1_filt	29	True	0.801	0.801	0.199	0.085	0.12	1.409
0019_HTAN_6723_KL_1_filt	30	True	0.779	0.779	0.221	0.085	0.115	1.343
0019_HTAN_6723_KL_1_filt	31	True	0.821	0.821	0.179	0.085	0.115	1.344
0019_HTAN_6723_KL_1_filt	32	True	0.875	0.876	0.124	0.085	0.111	1.298
0019_HTAN_6723_KL_1_filt	33	True	0.799	0.799	0.201	0.085	0.113	1.326
0019_HTAN_6723_KL_1_filt	34	True	0.785	0.786	0.214	0.085	0.116	1.363
0019_HTAN_6723_KL_1_filt	35	True	0.829	0.83	0.17	0.085	0.123	1.439
0019_HTAN_6723_KL_1_filt	36	True	0.833	0.834	0.166	0.085	0.116	1.357
0019_HTAN_6723_KL_1_filt	37	True	0.869	0.87	0.13	0.085	0.107	1.257
0019_HTAN_6723_KL_1_filt	38	True	0.843	0.844	0.156	0.085	0.118	1.38
0019_HTAN_6723_KL_1_filt	39	True	0.857	0.857	0.143	0.085	0.116	1.357
0019_HTAN_6723_KL_1_filt	40	True	0.714	0.714	0.286	0.085	0.1	1.175
0019_HTAN_6723_KL_1_filt	41	True	0.81	0.811	0.189	0.085	0.116	1.356
0019_HTAN_6723_KL_1_filt	42	True	0.829	0.829	0.171	0.085	0.119	1.389
0019_HTAN_6723_KL_1_filt	43	True	0.766	0.766	0.234	0.085	0.121	1.416
0019_HTAN_6723_KL_1_filt	44	True	0.858	0.858	0.142	0.085	0.124	1.447
0019_HTAN_6723_KL_1_filt	45	True	0.793	0.794	0.206	0.085	0.115	1.341
0019_HTAN_6723_KL_1_filt	46	True	0.779	0.779	0.221	0.085	0.126	1.475
0019_HTAN_6723_KL_1_filt	47	True	0.779	0.779	0.221	0.085	0.12	1.403
0019_HTAN_6723_KL_1_filt	48	True	0.777	0.777	0.223	0.085	0.127	1.486
0019_HTAN_6723_KL_1_filt	49	True	0.826	0.826	0.174	0.085	0.121	1.416
0019_HTAN_6723_KL_1_filt	50	True	0.824	0.825	0.175	0.085	0.109	1.28
0019_HTAN_6723_KL_1_filt	51	True	0.794	0.83	0.17	0.085	0.118	1.381
0019_HTAN_6723_KL_1_filt	52	True	0.793	0.795	0.205	0.085	0.112	1.314
0019_HTAN_6723_KL_1_filt	53	True	0.83	0.832	0.168	0.085	0.117	1.369
0019_HTAN_6723_KL_1_filt	54	True	0.805	0.805	0.195	0.085	0.124	1.45
0019_HTAN_6723_KL_1_filt	55	True	0.782	0.782	0.218	0.085	0.121	1.415
0019_HTAN_6723_KL_1_filt	56	True	0.742	0.742	0.258	0.085	0.13	1.528
0019_HTAN_6723_KL_1_filt	57	True	0.783	0.783	0.217	0.085	0.111	1.303
0019_HTAN_6723_KL_1_filt	58	True	0.755	0.756	0.244	0.085	0.12	1.408
0019_HTAN_6723_KL_1_filt	59	True	0.847	0.847	0.153	0.085	0.126	1.473
0019_HTAN_6723_KL_1_filt	60	True	0.815	0.815	0.185	0.085	0.116	1.36
0019_HTAN_6723_KL_1_filt	61	True	0.796	0.797	0.203	0.085	0.121	1.414
0019_HTAN_6723_KL_1_filt	62	True	0.811	0.811	0.189	0.085	0.126	1.476
0019_HTAN_6723_KL_1_filt	63	True	0.82	0.821	0.179	0.085	0.123	1.438
0019_HTAN_6723_KL_1_filt	64	True	0.845	0.845	0.155	0.085	0.116	1.357
0019_HTAN_6723_KL_1_filt	65	True	0.777	0.778	0.222	0.085	0.121	1.418
0019_HTAN_6723_KL_1_filt	66	True	0.849	0.849	0.151	0.085	0.118	1.378
0019_HTAN_6723_KL_1_filt	67	True	0.809	0.81	0.19	0.085	0.125	1.465
0019_HTAN_6723_KL_1_filt	68	True	0.746	0.746	0.254	0.085	0.124	1.451
0019_HTAN_6723_KL_1_filt	69	True	0.737	0.737	0.263	0.085	0.119	1.396
0019_HTAN_6723_KL_1_filt	70	True	0.821	0.821	0.179	0.085	0.124	1.453
0019_HTAN_6723_KL_1_filt	71	True	0.773	0.773	0.227	0.085	0.125	1.468
0019_HTAN_6723_KL_1_filt	72	True	0.761	0.761	0.239	0.085	0.135	1.579
0019_HTAN_6723_KL_1_filt	73	True	0.815	0.816	0.184	0.085	0.121	1.416
0019_HTAN_6723_KL_1_filt	74	True	0.795	0.795	0.205	0.085	0.113	1.326
0019_HTAN_6723_KL_1_filt	75	True	0.72	0.721	0.279	0.085	0.098	1.151
0019_HTAN_6723_KL_1_filt	76	True	0.799	0.799	0.201	0.085	0.119	1.395
0019_HTAN_6723_KL_1_filt	77	True	0.823	0.824	0.176	0.085	0.112	1.314
0019_HTAN_6723_KL_1_filt	78	True	0.854	0.854	0.146	0.085	0.127	1.487
0019_HTAN_6723_KL_1_filt	79	True	0.746	0.747	0.253	0.085	0.113	1.318
0019_HTAN_6723_KL_1_filt	80	True	0.729	0.729	0.271	0.085	0.119	1.395
0019_HTAN_6723_KL_1_filt	81	True	0.833	0.834	0.166	0.085	0.119	1.39
0019_HTAN_6723_KL_1_filt	82	True	0.791	0.791	0.209	0.085	0.128	1.502
0019_HTAN_6723_KL_1_filt	83	True	0.738	0.739	0.261	0.085	0.09	1.059
0019_HTAN_6723_KL_1_filt	84	True	0.824	0.826	0.174	0.085	0.115	1.348
0019_HTAN_6723_KL_1_filt	85	True	0.804	0.805	0.195	0.085	0.116	1.362
0019_HTAN_6723_KL_1_filt	86	True	0.72	0.72	0.28	0.085	0.096	1.12
0019_HTAN_6723_KL_1_filt	87	True	0.833	0.833	0.167	0.085	0.118	1.384
0019_HTAN_6723_KL_1_filt	88	True	0.736	0.736	0.264	0.085	0.123	1.446
0019_HTAN_6723_KL_1_filt	89	True	0.857	0.857	0.143	0.085	0.115	1.342
0019_HTAN_6723_KL_1_filt	90	True	0.75	0.751	0.249	0.085	0.102	1.199
0019_HTAN_6723_KL_1_filt	91	True	0.806	0.808	0.192	0.085	0.118	1.382
0019_HTAN_6723_KL_1_filt	92	True	0.847	0.847	0.153	0.085	0.134	1.57
0019_HTAN_6723_KL_1_filt	93	True	0.763	0.764	0.236	0.085	0.126	1.473
0019_HTAN_6723_KL_1_filt	94	True	0.789	0.789	0.211	0.085	0.125	1.464
0019_HTAN_6723_KL_1_filt	95	True	0.835	0.837	0.163	0.085	0.117	1.368
0019_HTAN_6723_KL_1_filt	96	True	0.74	0.741	0.259	0.085	0.121	1.42
0019_HTAN_6723_KL_1_filt	97	True	0.761	0.762	0.238	0.085	0.113	1.328
0019_HTAN_6723_KL_1_filt	98	True	0.865	0.866	0.134	0.085	0.122	1.428
0019_HTAN_6723_KL_1_filt	99	True	0.801	0.802	0.198	0.085	0.123	1.441
0019_HTAN_6723_KL_1_filt	100	True	0.857	0.857	0.143	0.085	0.108	1.263
0019_HTAN_6723_KL_1_filt	101	True	0.782	0.783	0.217	0.085	0.119	1.393
0019_HTAN_6723_KL_1_filt	102	True	0.803	0.804	0.196	0.085	0.118	1.377
0019_HTAN_6723_KL_1_filt	103	True	0.841	0.841	0.159	0.085	0.11	1.292
0019_HTAN_6723_KL_1_filt	104	True	0.822	0.822	0.178	0.085	0.117	1.37
0019_HTAN_6723_KL_1_filt	105	True	0.754	0.754	0.246	0.085	0.135	1.578
0019_HTAN_6723_KL_1_filt	106	True	0.826	0.826	0.174	0.085	0.129	1.512
0019_HTAN_6723_KL_1_filt	107	True	0.729	0.73	0.27	0.085	0.12	1.405
0019_HTAN_6723_KL_1_filt	108	True	0.702	0.703	0.297	0.085	0.121	1.414
0019_HTAN_6723_KL_1_filt	109	True	0.793	0.794	0.206	0.085	0.122	1.429
0019_HTAN_6723_KL_1_filt	110	True	0.872	0.872	0.128	0.085	0.107	1.255
0019_HTAN_6723_KL_1_filt	111	True	0.744	0.745	0.255	0.085	0.137	1.601
0019_HTAN_6723_KL_1_filt	112	True	0.816	0.816	0.184	0.085	0.12	1.4
0019_HTAN_6723_KL_1_filt	113	True	0.723	0.723	0.277	0.085	0.122	1.429
0019_HTAN_6723_KL_1_filt	114	True	0.729	0.729	0.271	0.085	0.094	1.106
0019_HTAN_6723_KL_1_filt	115	True	0.73	0.73	0.27	0.085	0.131	1.53
0019_HTAN_6723_KL_1_filt	116	True	0.825	0.826	0.174	0.085	0.115	1.343
0019_HTAN_6723_KL_1_filt	117	True	0.804	0.805	0.195	0.085	0.116	1.359
0019_HTAN_6723_KL_1_filt	118	True	0.821	0.821	0.179	0.085	0.124	1.453
0019_HTAN_6723_KL_1_filt	119	True	0.86	0.86	0.14	0.085	0.123	1.445
0019_HTAN_6723_KL_1_filt	120	True	0.825	0.825	0.175	0.085	0.124	1.453
0019_HTAN_6723_KL_1_filt	121	True	0.815	0.815	0.185	0.085	0.122	1.431
0019_HTAN_6723_KL_1_filt	122	True	0.847	0.848	0.152	0.085	0.117	1.366
0019_HTAN_6723_KL_1_filt	123	True	0.793	0.793	0.207	0.085	0.132	1.542
0019_HTAN_6723_KL_1_filt	124	True	0.816	0.816	0.184	0.085	0.111	1.303
0019_HTAN_6723_KL_1_filt	125	True	0.825	0.825	0.175	0.085	0.114	1.334
0019_HTAN_6723_KL_1_filt	126	True	0.804	0.805	0.195	0.085	0.122	1.425
0019_HTAN_6723_KL_1_filt	127	True	0.701	0.701	0.299	0.085	0.116	1.355
0019_HTAN_6723_KL_1_filt	128	True	0.769	0.769	0.231	0.085	0.11	1.283
0019_HTAN_6723_KL_1_filt	129	True	0.843	0.843	0.157	0.085	0.117	1.375
0019_HTAN_6723_KL_1_filt	130	True	0.785	0.785	0.215	0.085	0.126	1.476
0019_HTAN_6723_KL_1_filt	131	True	0.802	0.802	0.198	0.085	0.109	1.282
0019_HTAN_6723_KL_1_filt	132	True	0.826	0.826	0.174	0.085	0.12	1.404
0019_HTAN_6723_KL_1_filt	133	True	0.72	0.73	0.27	0.085	0.13	1.518
0019_HTAN_6723_KL_1_filt	134	True	0.757	0.757	0.243	0.085	0.116	1.361
0019_HTAN_6723_KL_1_filt	135	True	0.796	0.797	0.203	0.085	0.119	1.397
0019_HTAN_6723_KL_1_filt	136	True	0.795	0.796	0.204	0.085	0.112	1.317
0019_HTAN_6723_KL_1_filt	137	True	0.814	0.814	0.186	0.085	0.132	1.547
0019_HTAN_6723_KL_1_filt	138	True	0.826	0.826	0.174	0.085	0.123	1.438
0019_HTAN_6723_KL_1_filt	139	True	0.75	0.75	0.25	0.085	0.094	1.097
0019_HTAN_6723_KL_1_filt	140	True	0.795	0.795	0.205	0.085	0.123	1.441
0019_HTAN_6723_KL_1_filt	141	True	0.802	0.803	0.197	0.085	0.111	1.299
0019_HTAN_6723_KL_1_filt	142	True	0.75	0.75	0.25	0.085	0.114	1.332
0019_HTAN_6723_KL_1_filt	143	True	0.823	0.824	0.176	0.085	0.112	1.314
0019_HTAN_6723_KL_1_filt	144	True	0.871	0.871	0.129	0.085	0.111	1.296
0019_HTAN_6723_KL_1_filt	145	True	0.871	0.871	0.129	0.085	0.117	1.369
0019_HTAN_6723_KL_1_filt	146	True	0.805	0.805	0.195	0.085	0.115	1.342
0019_HTAN_6723_KL_1_filt	147	True	0.826	0.826	0.174	0.085	0.12	1.408
0019_HTAN_6723_KL_1_filt	148	True	0.738	0.738	0.262	0.085	0.129	1.516
0019_HTAN_6723_KL_1_filt	149	True	0.728	0.728	0.272	0.085	0.116	1.355
0019_HTAN_6723_KL_1_filt	150	True	0.845	0.846	0.154	0.085	0.122	1.429
0019_HTAN_6723_KL_1_filt	151	True	0.742	0.743	0.257	0.085	0.127	1.49
0019_HTAN_6723_KL_1_filt	152	True	0.813	0.813	0.187	0.085	0.112	1.311
0019_HTAN_6723_KL_1_filt	153	True	0.84	0.84	0.16	0.085	0.121	1.419
0019_HTAN_6723_KL_1_filt	154	True	0.845	0.845	0.155	0.085	0.112	1.317
0019_HTAN_6723_KL_1_filt	155	True	0.83	0.831	0.169	0.085	0.119	1.391
0019_HTAN_6723_KL_1_filt	156	True	0.782	0.783	0.217	0.085	0.119	1.388
0019_HTAN_6723_KL_1_filt	157	True	0.748	0.749	0.251	0.085	0.119	1.394
0019_HTAN_6723_KL_1_filt	158	True	0.815	0.815	0.185	0.085	0.131	1.529
0019_HTAN_6723_KL_1_filt	159	True	0.733	0.733	0.267	0.085	0.108	1.269
0019_HTAN_6723_KL_1_filt	160	True	0.754	0.754	0.246	0.085	0.125	1.46
0019_HTAN_6723_KL_1_filt	161	True	0.859	0.86	0.14	0.085	0.126	1.481
0019_HTAN_6723_KL_1_filt	162	True	0.748	0.748	0.252	0.085	0.124	1.449
0019_HTAN_6723_KL_1_filt	163	True	0.838	0.839	0.161	0.085	0.119	1.397
0019_HTAN_6723_KL_1_filt	164	True	0.863	0.863	0.137	0.085	0.117	1.369
0019_HTAN_6723_KL_1_filt	165	True	0.788	0.788	0.212	0.085	0.116	1.364
0019_HTAN_6723_KL_1_filt	166	True	0.82	0.821	0.179	0.085	0.116	1.36
0019_HTAN_6723_KL_1_filt	167	True	0.815	0.815	0.185	0.085	0.12	1.408
0019_HTAN_6723_KL_1_filt	168	True	0.809	0.809	0.191	0.085	0.124	1.455
0019_HTAN_6723_KL_1_filt	169	True	0.73	0.73	0.27	0.085	0.137	1.606
0019_HTAN_6723_KL_1_filt	170	True	0.859	0.86	0.14	0.085	0.126	1.481
0019_HTAN_6723_KL_1_filt	171	True	0.701	0.701	0.299	0.085	0.101	1.188
0019_HTAN_6723_KL_1_filt	172	True	0.718	0.719	0.281	0.085	0.101	1.181
0019_HTAN_6723_KL_1_filt	173	True	0.832	0.832	0.168	0.085	0.122	1.431
0019_HTAN_6723_KL_1_filt	174	True	0.719	0.72	0.28	0.085	0.117	1.369
0019_HTAN_6723_KL_1_filt	175	True	0.845	0.846	0.154	0.085	0.12	1.409
0019_HTAN_6723_KL_1_filt	176	True	0.826	0.826	0.174	0.085	0.126	1.47
0019_HTAN_6723_KL_1_filt	177	True	0.812	0.813	0.187	0.085	0.122	1.424
0019_HTAN_6723_KL_1_filt	178	True	0.746	0.746	0.254	0.085	0.114	1.339
0019_HTAN_6723_KL_1_filt	179	True	0.746	0.746	0.254	0.085	0.124	1.449
0019_HTAN_6723_KL_1_filt	180	True	0.754	0.754	0.246	0.085	0.123	1.442
0019_HTAN_6723_KL_1_filt	181	True	0.744	0.745	0.255	0.085	0.101	1.186
0019_HTAN_6723_KL_1_filt	182	True	0.754	0.755	0.245	0.085	0.105	1.235
0019_HTAN_6723_KL_1_filt	183	True	0.737	0.737	0.263	0.085	0.117	1.369
0019_HTAN_6723_KL_1_filt	184	True	0.801	0.801	0.199	0.085	0.11	1.291
0019_HTAN_6723_KL_1_filt	185	True	0.826	0.827	0.173	0.085	0.117	1.365
0019_HTAN_6723_KL_1_filt	186	True	0.782	0.784	0.216	0.085	0.126	1.476
0019_HTAN_6723_KL_1_filt	187	True	0.858	0.858	0.142	0.085	0.124	1.447
0019_HTAN_6723_KL_1_filt	188	True	0.812	0.812	0.188	0.085	0.126	1.479
0019_HTAN_6723_KL_1_filt	189	True	0.793	0.793	0.207	0.085	0.119	1.389
0019_HTAN_6723_KL_1_filt	190	True	0.791	0.791	0.209	0.085	0.12	1.402
0019_HTAN_6723_KL_1_filt	191	True	0.777	0.777	0.223	0.085	0.125	1.465
0019_HTAN_6723_KL_1_filt	192	True	0.733	0.734	0.266	0.085	0.108	1.27
0019_HTAN_6723_KL_1_filt	193	True	0.844	0.844	0.156	0.085	0.117	1.374
0019_HTAN_6723_KL_1_filt	194	True	0.811	0.811	0.189	0.085	0.113	1.327
0019_HTAN_6723_KL_1_filt	195	True	0.761	0.761	0.239	0.085	0.119	1.394
0019_HTAN_6723_KL_1_filt	196	True	0.822	0.822	0.178	0.085	0.125	1.465
0019_HTAN_6723_KL_1_filt	197	True	0.732	0.733	0.267	0.085	0.123	1.445
0019_HTAN_6723_KL_1_filt	198	True	0.765	0.765	0.235	0.085	0.117	1.372
0023_HTAN_8270_AS_11_fil	0	True	0.895	0.895	0.105	0.065	0.098	1.518
0023_HTAN_8270_AS_11_fil	1	True	0.877	0.878	0.122	0.065	0.129	1.997
0023_HTAN_8270_AS_11_fil	2	True	0.865	0.865	0.135	0.065	0.149	2.302
0023_HTAN_8270_AS_11_fil	3	True	0.892	0.892	0.108	0.065	0.11	1.697
0023_HTAN_8270_AS_11_fil	4	True	0.813	0.813	0.187	0.065	0.099	1.523
0023_HTAN_8270_AS_11_fil	5	True	0.827	0.827	0.173	0.065	0.108	1.664
0023_HTAN_8270_AS_11_fil	6	True	0.834	0.834	0.166	0.065	0.109	1.683
0023_HTAN_8270_AS_11_fil	7	True	0.86	0.86	0.14	0.065	0.098	1.514
0023_HTAN_8270_AS_11_fil	8	True	0.904	0.904	0.096	0.065	0.125	1.934
0023_HTAN_8270_AS_11_fil	9	True	0.833	0.833	0.167	0.065	0.161	2.48
0023_HTAN_8270_AS_11_fil	10	True	0.723	0.723	0.277	0.065	0.197	3.037
0023_HTAN_8270_AS_11_fil	11	True	0.9	0.9	0.1	0.065	0.084	1.294
0023_HTAN_8270_AS_11_fil	12	True	0.883	0.884	0.116	0.065	0.114	1.753
0023_HTAN_8270_AS_11_fil	13	True	0.857	0.857	0.143	0.065	0.092	1.418
0023_HTAN_8270_AS_11_fil	14	True	0.866	0.866	0.134	0.065	0.091	1.41
0023_HTAN_8270_AS_11_fil	15	True	0.802	0.802	0.198	0.065	0.13	2.003
0023_HTAN_8270_AS_11_fil	16	True	0.865	0.865	0.135	0.065	0.095	1.473
0023_HTAN_8270_AS_11_fil	17	True	0.906	0.907	0.093	0.065	0.096	1.479
0023_HTAN_8270_AS_11_fil	18	True	0.859	0.859	0.141	0.065	0.112	1.733
0023_HTAN_8270_AS_11_fil	19	True	0.878	0.878	0.122	0.065	0.107	1.653
0023_HTAN_8270_AS_11_fil	20	True	0.833	0.833	0.167	0.065	0.105	1.615
0023_HTAN_8270_AS_11_fil	21	True	0.853	0.853	0.147	0.065	0.19	2.927
0023_HTAN_8270_AS_11_fil	22	True	0.891	0.891	0.109	0.065	0.12	1.85
0023_HTAN_8270_AS_11_fil	23	True	0.876	0.877	0.123	0.065	0.123	1.901
0023_HTAN_8270_AS_11_fil	24	True	0.9	0.901	0.099	0.065	0.084	1.293
0023_HTAN_8270_AS_11_fil	25	True	0.908	0.908	0.092	0.065	0.091	1.412
0023_HTAN_8270_AS_11_fil	26	True	0.839	0.84	0.16	0.065	0.141	2.176
0023_HTAN_8270_AS_11_fil	27	True	0.789	0.789	0.211	0.065	0.105	1.627
0023_HTAN_8270_AS_11_fil	28	True	0.9	0.9	0.1	0.065	0.083	1.283
0023_HTAN_8270_AS_11_fil	29	True	0.821	0.821	0.179	0.065	0.125	1.934
0023_HTAN_8270_AS_11_fil	30	True	0.804	0.805	0.195	0.065	0.096	1.485
0023_HTAN_8270_AS_11_fil	31	True	0.904	0.904	0.096	0.065	0.082	1.264
0023_HTAN_8270_AS_11_fil	32	True	0.909	0.909	0.091	0.065	0.121	1.869
0023_HTAN_8270_AS_11_fil	33	True	0.876	0.876	0.124	0.065	0.087	1.341
0023_HTAN_8270_AS_11_fil	34	True	0.748	0.748	0.252	0.065	0.135	2.085
0023_HTAN_8270_AS_11_fil	35	True	0.896	0.896	0.104	0.065	0.107	1.655
0023_HTAN_8270_AS_11_fil	36	True	0.839	0.84	0.16	0.065	0.143	2.2
0023_HTAN_8270_AS_11_fil	37	True	0.782	0.782	0.218	0.065	0.15	2.309
0023_HTAN_8270_AS_11_fil	38	True	0.821	0.821	0.179	0.065	0.207	3.199
0023_HTAN_8270_AS_11_fil	39	True	0.89	0.89	0.11	0.065	0.101	1.562
0023_HTAN_8270_AS_11_fil	40	True	0.86	0.86	0.14	0.065	0.154	2.374
0023_HTAN_8270_AS_11_fil	41	True	0.85	0.85	0.15	0.065	0.123	1.891
0023_HTAN_8270_AS_11_fil	42	True	0.818	0.819	0.181	0.065	0.113	1.739
0023_HTAN_8270_AS_11_fil	43	True	0.753	0.754	0.246	0.065	0.16	2.468
0023_HTAN_8270_AS_11_fil	44	True	0.741	0.741	0.259	0.065	0.164	2.534
0023_HTAN_8270_AS_11_fil	45	True	0.792	0.792	0.208	0.065	0.147	2.268
0023_HTAN_8270_AS_11_fil	46	True	0.842	0.842	0.158	0.065	0.12	1.857
0023_HTAN_8270_AS_11_fil	47	True	0.76	0.824	0.176	0.065	0.213	3.282
0023_HTAN_8270_AS_11_fil	48	True	0.729	0.729	0.271	0.065	0.15	2.314
0023_HTAN_8270_AS_11_fil	49	True	0.829	0.829	0.171	0.065	0.112	1.733
0023_HTAN_8270_AS_11_fil	50	True	0.857	0.857	0.143	0.065	0.108	1.668
0023_HTAN_8270_AS_11_fil	51	True	0.818	0.818	0.182	0.065	0.126	1.951
0023_HTAN_8270_AS_11_fil	52	True	0.859	0.859	0.141	0.065	0.175	2.697
0023_HTAN_8270_AS_11_fil	53	True	0.893	0.894	0.106	0.065	0.088	1.359
0023_HTAN_8270_AS_11_fil	54	True	0.843	0.844	0.156	0.065	0.089	1.375
0023_HTAN_8270_AS_11_fil	55	True	0.795	0.796	0.204	0.065	0.127	1.954
0023_HTAN_8270_AS_11_fil	56	True	0.81	0.81	0.19	0.065	0.159	2.447
0023_HTAN_8270_AS_11_fil	57	True	0.868	0.868	0.132	0.065	0.182	2.803
0023_HTAN_8270_AS_11_fil	58	True	0.841	0.841	0.159	0.065	0.11	1.697
0023_HTAN_8270_AS_11_fil	59	True	0.72	0.72	0.28	0.065	0.108	1.663
0023_HTAN_8270_AS_11_fil	60	True	0.827	0.827	0.173	0.065	0.202	3.117
0023_HTAN_8270_AS_11_fil	61	True	0.849	0.85	0.15	0.065	0.092	1.419
0023_HTAN_8270_AS_11_fil	62	True	0.91	0.91	0.09	0.065	0.139	2.151
0023_HTAN_8270_AS_11_fil	63	True	0.769	0.77	0.23	0.065	0.121	1.871
0023_HTAN_8270_AS_11_fil	64	True	0.878	0.896	0.104	0.065	0.095	1.462
0023_HTAN_8270_AS_11_fil	65	True	0.861	0.861	0.139	0.065	0.116	1.788
0023_HTAN_8270_AS_11_fil	66	True	0.908	0.908	0.092	0.065	0.134	2.074
0023_HTAN_8270_AS_11_fil	67	True	0.814	0.814	0.186	0.065	0.119	1.841
0023_HTAN_8270_AS_11_fil	68	True	0.79	0.79	0.21	0.065	0.147	2.263
0023_HTAN_8270_AS_11_fil	69	True	0.918	0.918	0.082	0.065	0.093	1.435
0023_HTAN_8270_AS_11_fil	70	True	0.94	0.94	0.06	0.065	0.111	1.715
0023_HTAN_8270_AS_11_fil	71	True	0.879	0.879	0.121	0.065	0.088	1.36
0023_HTAN_8270_AS_11_fil	72	True	0.784	0.784	0.216	0.065	0.13	2.001
0023_HTAN_8270_AS_11_fil	73	True	0.87	0.871	0.129	0.065	0.104	1.597
0023_HTAN_8270_AS_11_fil	74	True	0.907	0.907	0.093	0.065	0.112	1.726
0023_HTAN_8270_AS_11_fil	75	True	0.81	0.81	0.19	0.065	0.16	2.462
0023_HTAN_8270_AS_11_fil	76	True	0.872	0.873	0.127	0.065	0.09	1.389
0023_HTAN_8270_AS_11_fil	77	True	0.835	0.835	0.165	0.065	0.195	3.003
0023_HTAN_8270_AS_11_fil	78	True	0.729	0.729	0.271	0.065	0.147	2.267
0023_HTAN_8270_AS_11_fil	79	True	0.844	0.844	0.156	0.065	0.082	1.263
0023_HTAN_8270_AS_11_fil	80	True	0.872	0.872	0.128	0.065	0.131	2.029
0023_HTAN_8270_AS_11_fil	81	True	0.827	0.827	0.173	0.065	0.091	1.403
0023_HTAN_8270_AS_11_fil	82	True	0.79	0.79	0.21	0.065	0.134	2.069
0023_HTAN_8270_AS_11_fil	83	True	0.744	0.744	0.256	0.065	0.111	1.706
0023_HTAN_8270_AS_11_fil	84	True	0.837	0.837	0.163	0.065	0.102	1.576
0023_HTAN_8270_AS_11_fil	85	True	0.873	0.873	0.127	0.065	0.103	1.596
0023_HTAN_8270_AS_11_fil	86	True	0.946	0.946	0.054	0.065	0.105	1.619
0023_HTAN_8270_AS_11_fil	87	True	0.869	0.869	0.131	0.065	0.129	1.997
0023_HTAN_8270_AS_11_fil	88	True	0.876	0.877	0.123	0.065	0.125	1.932
0023_HTAN_8270_AS_11_fil	89	True	0.824	0.825	0.175	0.065	0.146	2.253
0023_HTAN_8270_AS_11_fil	90	True	0.843	0.843	0.157	0.065	0.101	1.552
0023_HTAN_8270_AS_11_fil	91	True	0.838	0.838	0.162	0.065	0.112	1.728
0023_HTAN_8270_AS_11_fil	92	True	0.852	0.853	0.147	0.065	0.139	2.146
0023_HTAN_8270_AS_11_fil	93	True	0.772	0.772	0.228	0.065	0.159	2.453
0023_HTAN_8270_AS_11_fil	94	True	0.842	0.842	0.158	0.065	0.177	2.735
0023_HTAN_8270_AS_11_fil	95	True	0.784	0.784	0.216	0.065	0.141	2.177
0023_HTAN_8270_AS_11_fil	96	True	0.842	0.842	0.158	0.065	0.123	1.905
