atlas	synapse_id	filename	assay	biospecimen	destination	status	bytes	checksum	attempts	error	download_timestamp
WUSTL	syn61462463	HT226C1-Th1Fc1U1Z1Bn1-matrix.mtx.gz	10X Visium	HTA12_260_4	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462463/HT226C1-Th1Fc1U1Z1Bn1-matrix.mtx.gz	DOWNLOADED	43661454		1	transfer_s=10.3	2026-09-12T06:31:28
WUSTL	syn61462058	HT226C1-Th1Fc1U1Z1Bn1-tissue_positions_list.csv	10X Visium	HTA12_260_4	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462058/HT226C1-Th1Fc1U1Z1Bn1-tissue_positions_list.csv	DOWNLOADED	190115		1	transfer_s=6.7	2026-09-12T06:31:31
WUSTL	syn61462277	HT226C1-Th1Fc1U2Z1Bn1-features.tsv.gz	10X Visium	HTA12_260_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462277/HT226C1-Th1Fc1U2Z1Bn1-features.tsv.gz	DOWNLOADED	294383		1	transfer_s=2.8	2026-09-12T06:31:31
WUSTL	syn61462195	HT226C1-Th1Fc1U1Z1Bn1-tissue_lowres_image.png	10X Visium	HTA12_260_4	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462195/HT226C1-Th1Fc1U1Z1Bn1-tissue_lowres_image.png	DOWNLOADED	653896		1	transfer_s=7.0	2026-09-12T06:31:31
WUSTL	syn61462187	HT226C1-Th1Fc1U2Z1Bn1-scalefactors_json.json	10X Visium	HTA12_260_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462187/HT226C1-Th1Fc1U2Z1Bn1-scalefactors_json.json	DOWNLOADED	165		1	transfer_s=5.4	2026-09-12T06:31:36
WUSTL	syn61462313	HT226C1-Th1Fc1U2Z1Bn1-barcodes.tsv.gz	10X Visium	HTA12_260_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462313/HT226C1-Th1Fc1U2Z1Bn1-barcodes.tsv.gz	DOWNLOADED	25674		1	transfer_s=12.3	2026-09-12T06:31:36
WUSTL	syn61462282	HT226C1-Th1Fc1U2Z1Bn1-tissue_lowres_image.png	10X Visium	HTA12_260_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462282/HT226C1-Th1Fc1U2Z1Bn1-tissue_lowres_image.png	DOWNLOADED	625502		1	transfer_s=5.9	2026-09-12T06:31:37
WUSTL	syn61462488	HT226C1-Th1Fc1U2Z1Bn1-matrix.mtx.gz	10X Visium	HTA12_260_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462488/HT226C1-Th1Fc1U2Z1Bn1-matrix.mtx.gz	DOWNLOADED	47763698		1	transfer_s=10.1	2026-09-12T06:31:41
WUSTL	syn61462429	HT413C1-Th1K2A4U14Bp1-barcodes.tsv.gz	10X Visium	HTA12_263_4	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462429/HT413C1-Th1K2A4U14Bp1-barcodes.tsv.gz	DOWNLOADED	28849		1	transfer_s=16.5	2026-09-12T06:31:53
WUSTL	syn61462361	HT413C1-Th1K2A4U14Bp1-features.tsv.gz	10X Visium	HTA12_263_4	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462361/HT413C1-Th1K2A4U14Bp1-features.tsv.gz	DOWNLOADED	297011		1	transfer_s=16.5	2026-09-12T06:31:53
WUSTL	syn61462418	HT226C1-Th1Fc1U2Z1Bn1-tissue_positions_list.csv	10X Visium	HTA12_260_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462418/HT226C1-Th1Fc1U2Z1Bn1-tissue_positions_list.csv	DOWNLOADED	190672		1	transfer_s=17.1	2026-09-12T06:31:53
WUSTL	syn61462491	HT413C1-Th1K2A4U14Bp1-matrix.mtx.gz	10X Visium	HTA12_263_4	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462491/HT413C1-Th1K2A4U14Bp1-matrix.mtx.gz	DOWNLOADED	48914377		1	transfer_s=16.8	2026-09-12T06:31:58
WUSTL	syn61462094	HT413C1-Th1K2A4U1Bp1-barcodes.tsv.gz	10X Visium	HTA12_263_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462094/HT413C1-Th1K2A4U1Bp1-barcodes.tsv.gz	DOWNLOADED	28821		1	transfer_s=1.8	2026-09-12T06:31:59
WUSTL	syn61462217	HT413C1-Th1K2A4U14Bp1-scalefactors_json.json	10X Visium	HTA12_263_4	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462217/HT413C1-Th1K2A4U14Bp1-scalefactors_json.json	DOWNLOADED	167		1	transfer_s=6.5	2026-09-12T06:31:59
WUSTL	syn61462197	HT413C1-Th1K2A4U14Bp1-tissue_positions.csv	10X Visium	HTA12_263_4	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462197/HT413C1-Th1K2A4U14Bp1-tissue_positions.csv	DOWNLOADED	189383		1	transfer_s=6.6	2026-09-12T06:32:00
WUSTL	syn61462073	HT413C1-Th1K2A4U14Bp1-tissue_lowres_image.png	10X Visium	HTA12_263_4	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462073/HT413C1-Th1K2A4U14Bp1-tissue_lowres_image.png	DOWNLOADED	478662		1	transfer_s=6.7	2026-09-12T06:32:00
WUSTL	syn61462269	HT413C1-Th1K2A4U1Bp1-scalefactors_json.json	10X Visium	HTA12_263_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462269/HT413C1-Th1K2A4U1Bp1-scalefactors_json.json	DOWNLOADED	166		1	transfer_s=6.1	2026-09-12T06:32:06
WUSTL	syn61462194	HT413C1-Th1K2A4U1Bp1-features.tsv.gz	10X Visium	HTA12_263_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462194/HT413C1-Th1K2A4U1Bp1-features.tsv.gz	DOWNLOADED	297011		1	transfer_s=6.8	2026-09-12T06:32:06
WUSTL	syn61462039	HT413C1-Th1K2A4U1Bp1-tissue_lowres_image.png	10X Visium	HTA12_263_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462039/HT413C1-Th1K2A4U1Bp1-tissue_lowres_image.png	DOWNLOADED	493237		1	transfer_s=6.7	2026-09-12T06:32:06
WUSTL	syn61462422	HT413C1-Th1K2A4U1Bp1-matrix.mtx.gz	10X Visium	HTA12_263_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462422/HT413C1-Th1K2A4U1Bp1-matrix.mtx.gz	DOWNLOADED	22403290		1	transfer_s=9.0	2026-09-12T06:32:08
WUSTL	syn61462203	HT448C1-Th1K1Fp1U13Bp1-barcodes.tsv.gz	10X Visium	HTA12_269_1	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462203/HT448C1-Th1K1Fp1U13Bp1-barcodes.tsv.gz	DOWNLOADED	28837		1	transfer_s=6.2	2026-09-12T06:32:12
WUSTL	syn61462032	HT448C1-Th1K1Fp1U13Bp1-features.tsv.gz	10X Visium	HTA12_269_1	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462032/HT448C1-Th1K1Fp1U13Bp1-features.tsv.gz	DOWNLOADED	297011		1	transfer_s=6.1	2026-09-12T06:32:13
WUSTL	syn61462036	HT413C1-Th1K2A4U1Bp1-tissue_positions.csv	10X Visium	HTA12_263_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462036/HT413C1-Th1K2A4U1Bp1-tissue_positions.csv	DOWNLOADED	189525		1	transfer_s=6.9	2026-09-12T06:32:13
WUSTL	syn61462450	HT448C1-Th1K1Fp1U13Bp1-matrix.mtx.gz	10X Visium	HTA12_269_1	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462450/HT448C1-Th1K1Fp1U13Bp1-matrix.mtx.gz	DOWNLOADED	41437658		1	transfer_s=9.8	2026-09-12T06:32:18
WUSTL	syn61462290	HT448C1-Th1K1Fp1U13Bp1-scalefactors_json.json	10X Visium	HTA12_269_1	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462290/HT448C1-Th1K1Fp1U13Bp1-scalefactors_json.json	DOWNLOADED	165		1	transfer_s=6.6	2026-09-12T06:32:19
WUSTL	syn61462068	HT448C1-Th1K1Fp1U13Bp1-tissue_positions.csv	10X Visium	HTA12_269_1	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462068/HT448C1-Th1K1Fp1U13Bp1-tissue_positions.csv	DOWNLOADED	189383		1	transfer_s=6.5	2026-09-12T06:32:19
WUSTL	syn61462163	HT448C1-Th1K1Fp1U13Bp1-tissue_lowres_image.png	10X Visium	HTA12_269_1	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462163/HT448C1-Th1K1Fp1U13Bp1-tissue_lowres_image.png	DOWNLOADED	449299		1	transfer_s=6.8	2026-09-12T06:32:19
WUSTL	syn61462108	HT448C1-Th1K1Fp1U1Bp1-scalefactors_json.json	10X Visium	HTA12_269_2	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462108/HT448C1-Th1K1Fp1U1Bp1-scalefactors_json.json	DOWNLOADED	166		1	transfer_s=5.3	2026-09-12T06:32:25
WUSTL	syn61462142	HT448C1-Th1K1Fp1U1Bp1-barcodes.tsv.gz	10X Visium	HTA12_269_2	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462142/HT448C1-Th1K1Fp1U1Bp1-barcodes.tsv.gz	DOWNLOADED	28837		1	transfer_s=6.6	2026-09-12T06:32:25
WUSTL	syn61462373	HT448C1-Th1K1Fp1U1Bp1-features.tsv.gz	10X Visium	HTA12_269_2	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462373/HT448C1-Th1K1Fp1U1Bp1-features.tsv.gz	DOWNLOADED	297011		1	transfer_s=6.1	2026-09-12T06:32:25
WUSTL	syn61462462	HT448C1-Th1K1Fp1U1Bp1-matrix.mtx.gz	10X Visium	HTA12_269_2	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462462/HT448C1-Th1K1Fp1U1Bp1-matrix.mtx.gz	DOWNLOADED	37866058		1	transfer_s=9.2	2026-09-12T06:32:28
WUSTL	syn61462416	HT448C1-Th1K1Fp1U1Bp1-tissue_positions.csv	10X Visium	HTA12_269_2	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462416/HT448C1-Th1K1Fp1U1Bp1-tissue_positions.csv	DOWNLOADED	189300		1	transfer_s=6.8	2026-09-12T06:32:32
WUSTL	syn61462268	HT448C1-Th1K1Fp1U1Bp1-tissue_lowres_image.png	10X Visium	HTA12_269_2	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462268/HT448C1-Th1K1Fp1U1Bp1-tissue_lowres_image.png	DOWNLOADED	455986		1	transfer_s=7.3	2026-09-12T06:32:32
WUSTL	syn61462596	HT112C1-U2_ST_Bn1-SeuratObj.rds	10X Visium	HTA12_257_8	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462596/HT112C1-U2_ST_Bn1-SeuratObj.rds	DOWNLOADED	135283168		1	transfer_s=42.1	2026-09-12T06:33:11
WUSTL	syn61462652	HT112C1-U1_ST_Bn1-SeuratObj.rds	10X Visium	HTA12_257_7	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462652/HT112C1-U1_ST_Bn1-SeuratObj.rds	DOWNLOADED	156549937		1	transfer_s=51.9	2026-09-12T06:33:17
WUSTL	syn61462690	HT225C1-Th1Fc1U1Z1B1-SeuratObj.rds	10X Visium	HTA12_132_8	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462690/HT225C1-Th1Fc1U1Z1B1-SeuratObj.rds	DOWNLOADED	271821755		1	transfer_s=94.6	2026-09-12T06:34:06
WUSTL	syn61462707	HT225C1-Th1Fc1U2Z1B1-SeuratObj.rds	10X Visium	HTA12_132_9	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462707/HT225C1-Th1Fc1U2Z1B1-SeuratObj.rds	DOWNLOADED	304482516		1	transfer_s=103.4	2026-09-12T06:34:15
WUSTL	syn61462764	HT225C1-Th1Fc1U3Z1B1-SeuratObj.rds	10X Visium	HTA12_132_10	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462764/HT225C1-Th1Fc1U3Z1B1-SeuratObj.rds	DOWNLOADED	282591907		1	transfer_s=96.9	2026-09-12T06:34:47
WUSTL	syn61462706	HT225C1-Th1Fc1U4Z1B1-SeuratObj.rds	10X Visium	HTA12_132_11	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462706/HT225C1-Th1Fc1U4Z1B1-SeuratObj.rds	DOWNLOADED	276662157		1	transfer_s=94.7	2026-09-12T06:34:52
WUSTL	syn61462636	HT226C1-Th1Fc1U1Z1Bn1-SeuratObj.rds	10X Visium	HTA12_260_4	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462636/HT226C1-Th1Fc1U1Z1Bn1-SeuratObj.rds	DOWNLOADED	203784537		1	transfer_s=71.3	2026-09-12T06:35:27
WUSTL	syn61462748	HT225C1-Th1Fc1U5Z1B1-SeuratObj.rds	10X Visium	HTA12_132_12	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462748/HT225C1-Th1Fc1U5Z1B1-SeuratObj.rds	DOWNLOADED	262463454		1	transfer_s=87.1	2026-09-12T06:35:33
WUSTL	syn61462702	HT226C1-Th1Fc1U2Z1Bn1-SeuratObj.rds	10X Visium	HTA12_260_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462702/HT226C1-Th1Fc1U2Z1Bn1-SeuratObj.rds	DOWNLOADED	205572394		1	transfer_s=72.7	2026-09-12T06:36:00
WUSTL	syn61462687	HT243B1H3A2-S1Fc1U1Z1B1-SeuratObj.rds	10X Visium	HTA12_135_10	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462687/HT243B1H3A2-S1Fc1U1Z1B1-SeuratObj.rds	DOWNLOADED	294049186		1	transfer_s=96.5	2026-09-12T06:36:28
WUSTL	syn61462693	HT243B1H3A2-S1Fc1U2Z1B1-SeuratObj.rds	10X Visium	HTA12_135_11	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462693/HT243B1H3A2-S1Fc1U2Z1B1-SeuratObj.rds	DOWNLOADED	296234653		1	transfer_s=100.7	2026-09-12T06:37:07
WUSTL	syn61462711	HT243B1H3A2-S1Fc1U3Z1B1-SeuratObj.rds	10X Visium	HTA12_135_12	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462711/HT243B1H3A2-S1Fc1U3Z1B1-SeuratObj.rds	DOWNLOADED	290727708		1	transfer_s=99.9	2026-09-12T06:37:13
WUSTL	syn61462581	HT243B1H4A2-S1Fc1U1Z1B1-SeuratObj.rds	10X Visium	HTA12_135_14	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462581/HT243B1H4A2-S1Fc1U1Z1B1-SeuratObj.rds	DOWNLOADED	127151205		1	transfer_s=46.9	2026-09-12T06:37:15
WUSTL	syn61462755	HT243B1H3A2-S1Fc1U4Z1B1-SeuratObj.rds	10X Visium	HTA12_135_13	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462755/HT243B1H3A2-S1Fc1U4Z1B1-SeuratObj.rds	DOWNLOADED	285429763		1	transfer_s=87.1	2026-09-12T06:37:27
WUSTL	syn61462567	HT243B1H4A2-S1Fc1U2Z1B1-SeuratObj.rds	10X Visium	HTA12_135_15	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462567/HT243B1H4A2-S1Fc1U2Z1B1-SeuratObj.rds	DOWNLOADED	140296615		1	transfer_s=31.9	2026-09-12T06:37:39
WUSTL	syn61462757	HT268B1-Th1H3Fc2U2Z1Bs1-SeuratObj.rds	10X Visium	HTA12_140_6	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462757/HT268B1-Th1H3Fc2U2Z1Bs1-SeuratObj.rds	DOWNLOADED	252602325		1	transfer_s=72.1	2026-09-12T06:38:39
WUSTL	syn61462662	HT268B1-Th1H3Fc2U32Z1Bs1-SeuratObj.rds	10X Visium	HTA12_140_7	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462662/HT268B1-Th1H3Fc2U32Z1Bs1-SeuratObj.rds	DOWNLOADED	206602947		1	transfer_s=64.0	2026-09-12T06:38:43
WUSTL	syn61462660	HT268B1-Th1H3Fc2U22Z1Bs1-SeuratObj.rds	10X Visium	HTA12_140_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462660/HT268B1-Th1H3Fc2U22Z1Bs1-SeuratObj.rds	DOWNLOADED	207892281		1	transfer_s=91.6	2026-09-12T06:38:47
WUSTL	syn61462705	HT268B1-Th1H3Fc2U12Z1Bs1-SeuratObj.rds	10X Visium	HTA12_140_4	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462705/HT268B1-Th1H3Fc2U12Z1Bs1-SeuratObj.rds	DOWNLOADED	236368119		1	transfer_s=101.6	2026-09-12T06:38:55
WUSTL	syn61462710	HT271B1-S1H3Fc2U1Z1Bs1-SeuratObj.rds	10X Visium	HTA12_142_9	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462710/HT271B1-S1H3Fc2U1Z1Bs1-SeuratObj.rds	DOWNLOADED	158103692		1	transfer_s=69.9	2026-09-12T06:39:53
WUSTL	syn61462624	HT271B1-S1H3Fc2U3Z1Bs1-SeuratObj.rds	10X Visium	HTA12_142_11	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462624/HT271B1-S1H3Fc2U3Z1Bs1-SeuratObj.rds	DOWNLOADED	162450651		1	transfer_s=59.4	2026-09-12T06:39:54
WUSTL	syn61462628	HT271B1-S1H3Fc2U2Z1Bs1-SeuratObj.rds	10X Visium	HTA12_142_10	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462628/HT271B1-S1H3Fc2U2Z1Bs1-SeuratObj.rds	DOWNLOADED	170567053		1	transfer_s=69.1	2026-09-12T06:39:56
WUSTL	syn61462709	HT268B1-Th1K3Fc2U1Z1Bs1-SeuratObj.rds	10X Visium	HTA12_140_8	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462709/HT268B1-Th1K3Fc2U1Z1Bs1-SeuratObj.rds	DOWNLOADED	278845878		2	transfer_s=80.3	2026-09-12T06:40:02
WUSTL	syn61462542	HT413C1-Th1K2A4U1Bp1-SeuratObj.rds	10X Visium	HTA12_263_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462542/HT413C1-Th1K2A4U1Bp1-SeuratObj.rds	DOWNLOADED	91624609		1	transfer_s=32.7	2026-09-12T06:40:29
WUSTL	syn61462603	HT413C1-Th1K2A4U14Bp1-SeuratObj.rds	10X Visium	HTA12_263_4	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462603/HT413C1-Th1K2A4U14Bp1-SeuratObj.rds	DOWNLOADED	106521024		1	transfer_s=38.6	2026-09-12T06:40:33
WUSTL	syn61462572	HT448C1-Th1K1Fp1U13Bp1-SeuratObj.rds	10X Visium	HTA12_269_1	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462572/HT448C1-Th1K1Fp1U13Bp1-SeuratObj.rds	DOWNLOADED	101675235		1	transfer_s=36.3	2026-09-12T06:40:38
WUSTL	syn61462629	HT271B1-S1H3Fc2U4Z1Bs1-SeuratObj.rds	10X Visium	HTA12_142_12	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462629/HT271B1-S1H3Fc2U4Z1Bs1-SeuratObj.rds	DOWNLOADED	182064191		1	transfer_s=54.0	2026-09-12T06:40:47
WUSTL	syn61462586	HT448C1-Th1K1Fp1U1Bp1-SeuratObj.rds	10X Visium	HTA12_269_2	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462586/HT448C1-Th1K1Fp1U1Bp1-SeuratObj.rds	DOWNLOADED	97816330		1	transfer_s=21.4	2026-09-12T06:40:50
WUSTL	syn61465377	D1_HT480B1-S1H3Fs1U2.tif	10X Visium	HTA12_254_8	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61465377/D1_HT480B1-S1H3Fs1U2.tif	DOWNLOADED	614074616		1	transfer_s=224.3	2026-09-12T07:10:40
WUSTL	syn61462337	HT480B1-S1H1Fs1U1Bp1-barcodes.tsv.gz	10X Visium	HTA12_254_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462337/HT480B1-S1H1Fs1U1Bp1-barcodes.tsv.gz	DOWNLOADED	25674		1	transfer_s=12.7	2026-09-12T07:10:53
WUSTL	syn61462153	HT480B1-S1H1Fs1U1Bp1-features.tsv.gz	10X Visium	HTA12_254_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462153/HT480B1-S1H1Fs1U1Bp1-features.tsv.gz	DOWNLOADED	297011		1	transfer_s=7.2	2026-09-12T07:11:00
WUSTL	syn61462444	HT480B1-S1H1Fs1U1Bp1-matrix.mtx.gz	10X Visium	HTA12_254_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462444/HT480B1-S1H1Fs1U1Bp1-matrix.mtx.gz	DOWNLOADED	22752586		1	transfer_s=12.4	2026-09-12T07:11:12
WUSTL	syn61465397	C1_HT480B1-S1H3Fs1U1.tif	10X Visium	HTA12_254_7	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61465397/C1_HT480B1-S1H3Fs1U1.tif	DOWNLOADED	754526417		1	transfer_s=260.7	2026-09-12T07:11:17
WUSTL	syn61462173	HT480B1-S1H1Fs1U1Bp1-scalefactors_json.json	10X Visium	HTA12_254_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462173/HT480B1-S1H1Fs1U1Bp1-scalefactors_json.json	DOWNLOADED	164		1	transfer_s=6.7	2026-09-12T07:11:19
WUSTL	syn61462310	HT480B1-S1H1Fs1U1Bp1-tissue_lowres_image.png	10X Visium	HTA12_254_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462310/HT480B1-S1H1Fs1U1Bp1-tissue_lowres_image.png	DOWNLOADED	502989		1	transfer_s=2.8	2026-09-12T07:11:19
WUSTL	syn61462053	HT480B1-S1H1Fs1U1Bp1-tissue_positions_list.csv	10X Visium	HTA12_254_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462053/HT480B1-S1H1Fs1U1Bp1-tissue_positions_list.csv	DOWNLOADED	189684		1	transfer_s=6.9	2026-09-12T07:11:26
WUSTL	syn61465335	A1_HT480B1-S1H1Fs1U2.tif	10X Visium	HTA12_254_6	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61465335/A1_HT480B1-S1H1Fs1U2.tif	DOWNLOADED	872086080		1	transfer_s=270.9	2026-09-12T07:11:27
WUSTL	syn61462319	HT480B1-S1H1Fs1U2Bp1-barcodes.tsv.gz	10X Visium	HTA12_254_6	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462319/HT480B1-S1H1Fs1U2Bp1-barcodes.tsv.gz	DOWNLOADED	28823		1	transfer_s=12.6	2026-09-12T07:11:32
WUSTL	syn61462172	HT480B1-S1H1Fs1U2Bp1-features.tsv.gz	10X Visium	HTA12_254_6	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462172/HT480B1-S1H1Fs1U2Bp1-features.tsv.gz	DOWNLOADED	297011		1	transfer_s=5.9	2026-09-12T07:11:32
WUSTL	syn61462045	HT480B1-S1H1Fs1U2Bp1-scalefactors_json.json	10X Visium	HTA12_254_6	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462045/HT480B1-S1H1Fs1U2Bp1-scalefactors_json.json	DOWNLOADED	166		1	transfer_s=6.8	2026-09-12T07:11:39
WUSTL	syn61462115	HT480B1-S1H1Fs1U2Bp1-tissue_lowres_image.png	10X Visium	HTA12_254_6	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462115/HT480B1-S1H1Fs1U2Bp1-tissue_lowres_image.png	DOWNLOADED	497279		1	transfer_s=6.9	2026-09-12T07:11:39
WUSTL	syn61462452	HT480B1-S1H1Fs1U2Bp1-matrix.mtx.gz	10X Visium	HTA12_254_6	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462452/HT480B1-S1H1Fs1U2Bp1-matrix.mtx.gz	DOWNLOADED	50351627		1	transfer_s=14.2	2026-09-12T07:11:41
WUSTL	syn61465337	B1_HT480B1-S1H1Fs1U1.tif	10X Visium	HTA12_254_5	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61465337/B1_HT480B1-S1H1Fs1U1.tif	DOWNLOADED	915564586		1	transfer_s=286.3	2026-09-12T07:11:42
WUSTL	syn61462116	HT480B1-S1H3Fs1U1Bp1-features.tsv.gz	10X Visium	HTA12_254_7	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462116/HT480B1-S1H3Fs1U1Bp1-features.tsv.gz	DOWNLOADED	297011		1	transfer_s=4.5	2026-09-12T07:11:45
WUSTL	syn61462212	HT480B1-S1H3Fs1U1Bp1-barcodes.tsv.gz	10X Visium	HTA12_254_7	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462212/HT480B1-S1H3Fs1U1Bp1-barcodes.tsv.gz	DOWNLOADED	25662		1	transfer_s=6.5	2026-09-12T07:11:45
WUSTL	syn61462265	HT480B1-S1H1Fs1U2Bp1-tissue_positions_list.csv	10X Visium	HTA12_254_6	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462265/HT480B1-S1H1Fs1U2Bp1-tissue_positions_list.csv	DOWNLOADED	189009		1	transfer_s=6.7	2026-09-12T07:11:45
WUSTL	syn61462353	HT480B1-S1H3Fs1U1Bp1-matrix.mtx.gz	10X Visium	HTA12_254_7	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462353/HT480B1-S1H3Fs1U1Bp1-matrix.mtx.gz	DOWNLOADED	7179047		1	transfer_s=4.1	2026-09-12T07:11:46
WUSTL	syn61462128	HT480B1-S1H3Fs1U1Bp1-scalefactors_json.json	10X Visium	HTA12_254_7	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462128/HT480B1-S1H3Fs1U1Bp1-scalefactors_json.json	DOWNLOADED	166		1	transfer_s=6.7	2026-09-12T07:11:52
WUSTL	syn61462017	HT480B1-S1H3Fs1U2Bp1-barcodes.tsv.gz	10X Visium	HTA12_254_8	/home/huyudi/013_spatial/R03_external/HTAN/WUSTL/synapse/syn61462017/HT480B1-S1H3Fs1U2Bp1-barcodes.tsv.gz	DOWNLOADED	28804		1	transfer_s=6.0	2026-09-12T07:11:52
