go_id	raw_size	covered_size	n_input	n_readout	representative
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	37	20	10	10	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_IB	16	11	6	5	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_IB
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	37	26	13	13	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB	23	15	8	7	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB
GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	214	116	58	58	GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY
GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE	134	84	42	42	GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	184	122	61	61	GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE
GOBP_ANTIMICROBIAL_PEPTIDE_PRODUCTION	11	10	5	5	GOBP_ANTIMICROBIAL_PEPTIDE_PRODUCTION
GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE	66	26	13	13	GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE
GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH	12	7	4	3	GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH
GOBP_AORTA_DEVELOPMENT	69	40	20	20	GOBP_AORTA_DEVELOPMENT
GOBP_AORTA_MORPHOGENESIS	38	22	11	11	GOBP_AORTA_MORPHOGENESIS
GOBP_AORTA_SMOOTH_MUSCLE_TISSUE_MORPHOGENESIS	6	4	2	2	GOBP_AORTA_SMOOTH_MUSCLE_TISSUE_MORPHOGENESIS
GOBP_AORTIC_VALVE_MORPHOGENESIS	39	29	15	14	GOBP_AORTIC_VALVE_MORPHOGENESIS
GOBP_APICAL_JUNCTION_ASSEMBLY	83	50	25	25	GOBP_APICAL_JUNCTION_ASSEMBLY
GOBP_APICAL_PROTEIN_LOCALIZATION	16	10	5	5	GOBP_APICAL_PROTEIN_LOCALIZATION
GOBP_APOLIPOPROTEIN_A_I_MEDIATED_SIGNALING_PATHWAY	7	3	2	1	GOBP_APOLIPOPROTEIN_A_I_MEDIATED_SIGNALING_PATHWAY
GOBP_APOPTOTIC_CELL_CLEARANCE	44	25	13	12	GOBP_APOPTOTIC_CELL_CLEARANCE
GOBP_APOPTOTIC_CHROMOSOME_CONDENSATION	5	3	2	1	GOBP_APOPTOTIC_CHROMOSOME_CONDENSATION
GOBP_APOPTOTIC_DNA_FRAGMENTATION	18	7	4	3	GOBP_APOPTOTIC_DNA_FRAGMENTATION
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES	112	45	23	22	GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES
GOBP_APOPTOTIC_PROCESS	1986	975	488	487	GOBP_APOPTOTIC_PROCESS
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	44	24	12	12	GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_HEART_MORPHOGENESIS	7	7	4	3	GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_HEART_MORPHOGENESIS
GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS	30	18	9	9	GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS
GOBP_APOPTOTIC_PROCESS_IN_BONE_MARROW_CELL	6	3	2	1	GOBP_APOPTOTIC_PROCESS_IN_BONE_MARROW_CELL
GOBP_APOPTOTIC_SIGNALING_PATHWAY	640	302	151	151	GOBP_APOPTOTIC_SIGNALING_PATHWAY
GOBP_APPENDAGE_DEVELOPMENT	194	97	49	48	GOBP_APPENDAGE_DEVELOPMENT
GOBP_APPENDAGE_MORPHOGENESIS	156	81	41	40	GOBP_APPENDAGE_MORPHOGENESIS
GOBP_ARACHIDONATE_METABOLIC_PROCESS	52	26	13	13	GOBP_ARACHIDONATE_METABOLIC_PROCESS
GOBP_ARACHIDONATE_SECRETION	29	21	11	10	GOBP_ARACHIDONATE_SECRETION
GOBP_ARF_PROTEIN_SIGNAL_TRANSDUCTION	22	4	2	2	GOBP_ARF_PROTEIN_SIGNAL_TRANSDUCTION
GOBP_ARGININE_CATABOLIC_PROCESS	10	6	3	3	GOBP_ARGININE_CATABOLIC_PROCESS
GOBP_ARGININE_METABOLIC_PROCESS	23	15	8	7	GOBP_ARGININE_METABOLIC_PROCESS
GOBP_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS	24	13	7	6	GOBP_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS
GOBP_AROMATIC_AMINO_ACID_METABOLIC_PROCESS	40	21	11	10	GOBP_AROMATIC_AMINO_ACID_METABOLIC_PROCESS
GOBP_AROMATIC_AMINO_ACID_TRANSPORT	13	7	4	3	GOBP_AROMATIC_AMINO_ACID_TRANSPORT
GOBP_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	46	13	7	6	GOBP_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION
GOBP_ARTERIAL_ENDOTHELIAL_CELL_DIFFERENTIATION	6	3	2	1	GOBP_ARTERIAL_ENDOTHELIAL_CELL_DIFFERENTIATION
GOBP_ARTERY_DEVELOPMENT	119	73	37	36	GOBP_ARTERY_DEVELOPMENT
GOBP_ARTERY_MORPHOGENESIS	84	51	26	25	GOBP_ARTERY_MORPHOGENESIS
GOBP_ARTERY_SMOOTH_MUSCLE_CONTRACTION	10	8	4	4	GOBP_ARTERY_SMOOTH_MUSCLE_CONTRACTION
GOBP_ARTICULAR_CARTILAGE_DEVELOPMENT	6	4	2	2	GOBP_ARTICULAR_CARTILAGE_DEVELOPMENT
GOBP_ASCENDING_AORTA_DEVELOPMENT	5	3	2	1	GOBP_ASCENDING_AORTA_DEVELOPMENT
GOBP_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	15	9	5	4	GOBP_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS
GOBP_ASPARTATE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	11	8	4	4	GOBP_ASPARTATE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS
GOBP_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	38	22	11	11	GOBP_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS
GOBP_ASPARTATE_METABOLIC_PROCESS	9	4	2	2	GOBP_ASPARTATE_METABOLIC_PROCESS
GOBP_ASPARTATE_TRANSMEMBRANE_TRANSPORT	20	11	6	5	GOBP_ASPARTATE_TRANSMEMBRANE_TRANSPORT
GOBP_ASSOCIATIVE_LEARNING	93	50	25	25	GOBP_ASSOCIATIVE_LEARNING
GOBP_ASTRAL_MICROTUBULE_ORGANIZATION	11	4	2	2	GOBP_ASTRAL_MICROTUBULE_ORGANIZATION
GOBP_ASTROCYTE_ACTIVATION	26	14	7	7	GOBP_ASTROCYTE_ACTIVATION
GOBP_ASTROCYTE_CELL_MIGRATION	9	5	3	2	GOBP_ASTROCYTE_CELL_MIGRATION
GOBP_ASTROCYTE_DEVELOPMENT	43	23	12	11	GOBP_ASTROCYTE_DEVELOPMENT
GOBP_ASTROCYTE_DIFFERENTIATION	90	52	26	26	GOBP_ASTROCYTE_DIFFERENTIATION
GOBP_ASYMMETRIC_CELL_DIVISION	19	5	3	2	GOBP_ASYMMETRIC_CELL_DIVISION
GOBP_ATF6_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	10	5	3	2	GOBP_ATF6_MEDIATED_UNFOLDED_PROTEIN_RESPONSE
GOBP_ATP_BIOSYNTHETIC_PROCESS	104	34	17	17	GOBP_ATP_BIOSYNTHETIC_PROCESS
GOBP_ATP_EXPORT	10	9	5	4	GOBP_ATP_EXPORT
GOBP_ATP_METABOLIC_PROCESS	236	97	49	48	GOBP_ATP_METABOLIC_PROCESS
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	101	43	22	21	GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT
GOBP_ATP_TRANSPORT	24	15	8	7	GOBP_ATP_TRANSPORT
GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	11	6	3	3	GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION
GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_TO_AV_NODE_CELL_COMMUNICATION	19	13	7	6	GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_TO_AV_NODE_CELL_COMMUNICATION
GOBP_ATRIAL_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	23	17	9	8	GOBP_ATRIAL_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT
GOBP_ATRIAL_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	7	6	3	3	GOBP_ATRIAL_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS
GOBP_ATRIAL_SEPTUM_DEVELOPMENT	23	15	8	7	GOBP_ATRIAL_SEPTUM_DEVELOPMENT
GOBP_ATRIAL_SEPTUM_MORPHOGENESIS	16	11	6	5	GOBP_ATRIAL_SEPTUM_MORPHOGENESIS
GOBP_ATRIAL_SEPTUM_PRIMUM_MORPHOGENESIS	5	5	3	2	GOBP_ATRIAL_SEPTUM_PRIMUM_MORPHOGENESIS
GOBP_ATRIOVENTRICULAR_CANAL_DEVELOPMENT	13	8	4	4	GOBP_ATRIOVENTRICULAR_CANAL_DEVELOPMENT
GOBP_ATRIOVENTRICULAR_NODE_DEVELOPMENT	9	4	2	2	GOBP_ATRIOVENTRICULAR_NODE_DEVELOPMENT
GOBP_ATRIOVENTRICULAR_VALVE_DEVELOPMENT	31	19	10	9	GOBP_ATRIOVENTRICULAR_VALVE_DEVELOPMENT
GOBP_ATRIOVENTRICULAR_VALVE_FORMATION	8	4	2	2	GOBP_ATRIOVENTRICULAR_VALVE_FORMATION
GOBP_ATTACHMENT_OF_GPI_ANCHOR_TO_PROTEIN	6	4	2	2	GOBP_ATTACHMENT_OF_GPI_ANCHOR_TO_PROTEIN
GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE	26	15	8	7	GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE
GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	55	29	15	14	GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE
GOBP_AUDITORY_RECEPTOR_CELL_DEVELOPMENT	30	15	8	7	GOBP_AUDITORY_RECEPTOR_CELL_DEVELOPMENT
GOBP_AUDITORY_RECEPTOR_CELL_MORPHOGENESIS	24	12	6	6	GOBP_AUDITORY_RECEPTOR_CELL_MORPHOGENESIS
GOBP_AUDITORY_RECEPTOR_CELL_STEREOCILIUM_ORGANIZATION	20	9	5	4	GOBP_AUDITORY_RECEPTOR_CELL_STEREOCILIUM_ORGANIZATION
GOBP_AUTOCRINE_SIGNALING	8	6	3	3	GOBP_AUTOCRINE_SIGNALING
GOBP_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT	46	38	19	19	GOBP_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT
GOBP_AUTOPHAGIC_CELL_DEATH	9	6	3	3	GOBP_AUTOPHAGIC_CELL_DEATH
GOBP_AUTOPHAGOSOME_LYSOSOME_FUSION	16	5	3	2	GOBP_AUTOPHAGOSOME_LYSOSOME_FUSION
GOBP_AUTOPHAGOSOME_MATURATION	70	9	5	4	GOBP_AUTOPHAGOSOME_MATURATION
GOBP_AUTOPHAGOSOME_ORGANIZATION	133	35	18	17	GOBP_AUTOPHAGOSOME_ORGANIZATION
GOBP_AUTOPHAGY_OF_MITOCHONDRION	116	38	19	19	GOBP_AUTOPHAGY_OF_MITOCHONDRION
GOBP_AUTOPHAGY_OF_PEROXISOME	16	5	3	2	GOBP_AUTOPHAGY_OF_PEROXISOME
GOBP_AUTOSOME_GENOMIC_IMPRINTING	6	4	2	2	GOBP_AUTOSOME_GENOMIC_IMPRINTING
GOBP_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_COMMUNICATION	14	9	5	4	GOBP_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_COMMUNICATION
GOBP_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_SIGNALING	11	7	4	3	GOBP_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_SIGNALING
GOBP_AXIAL_MESODERM_DEVELOPMENT	9	5	3	2	GOBP_AXIAL_MESODERM_DEVELOPMENT
GOBP_AXIS_ELONGATION	31	25	13	12	GOBP_AXIS_ELONGATION
GOBP_AXIS_ELONGATION_INVOLVED_IN_SOMITOGENESIS	5	4	2	2	GOBP_AXIS_ELONGATION_INVOLVED_IN_SOMITOGENESIS
GOBP_AXIS_SPECIFICATION	100	54	27	27	GOBP_AXIS_SPECIFICATION
GOBP_AXONAL_FASCICULATION	21	12	6	6	GOBP_AXONAL_FASCICULATION
GOBP_AXONAL_TRANSPORT	69	22	11	11	GOBP_AXONAL_TRANSPORT
GOBP_AXONAL_TRANSPORT_OF_MITOCHONDRION	16	4	2	2	GOBP_AXONAL_TRANSPORT_OF_MITOCHONDRION
GOBP_AXONEMAL_CENTRAL_APPARATUS_ASSEMBLY	6	3	2	1	GOBP_AXONEMAL_CENTRAL_APPARATUS_ASSEMBLY
GOBP_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY	40	13	7	6	GOBP_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY
GOBP_AXONEME_ASSEMBLY	105	34	17	17	GOBP_AXONEME_ASSEMBLY
GOBP_AXONOGENESIS_INVOLVED_IN_INNERVATION	10	8	4	4	GOBP_AXONOGENESIS_INVOLVED_IN_INNERVATION
GOBP_AXON_CHOICE_POINT_RECOGNITION	7	4	2	2	GOBP_AXON_CHOICE_POINT_RECOGNITION
GOBP_AXON_DEVELOPMENT	534	311	156	155	GOBP_AXON_DEVELOPMENT
GOBP_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM	25	18	9	9	GOBP_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM
GOBP_AXON_EXTENSION	113	59	30	29	GOBP_AXON_EXTENSION
GOBP_AXON_MIDLINE_CHOICE_POINT_RECOGNITION	5	3	2	1	GOBP_AXON_MIDLINE_CHOICE_POINT_RECOGNITION
GOBP_AXO_DENDRITIC_PROTEIN_TRANSPORT	9	6	3	3	GOBP_AXO_DENDRITIC_PROTEIN_TRANSPORT
GOBP_AXO_DENDRITIC_TRANSPORT	86	27	14	13	GOBP_AXO_DENDRITIC_TRANSPORT
GOBP_AZOLE_TRANSMEMBRANE_TRANSPORT	15	11	6	5	GOBP_AZOLE_TRANSMEMBRANE_TRANSPORT
GOBP_BARBED_END_ACTIN_FILAMENT_CAPPING	27	13	7	6	GOBP_BARBED_END_ACTIN_FILAMENT_CAPPING
GOBP_BASEMENT_MEMBRANE_ORGANIZATION	40	25	13	12	GOBP_BASEMENT_MEMBRANE_ORGANIZATION
GOBP_BASE_CONVERSION_OR_SUBSTITUTION_EDITING	18	10	5	5	GOBP_BASE_CONVERSION_OR_SUBSTITUTION_EDITING
GOBP_BASE_EXCISION_REPAIR	48	17	9	8	GOBP_BASE_EXCISION_REPAIR
GOBP_BASE_EXCISION_REPAIR_GAP_FILLING	14	6	3	3	GOBP_BASE_EXCISION_REPAIR_GAP_FILLING
GOBP_BASIC_AMINO_ACID_TRANSPORT	23	15	8	7	GOBP_BASIC_AMINO_ACID_TRANSPORT
GOBP_BASOLATERAL_PROTEIN_SECRETION	5	3	2	1	GOBP_BASOLATERAL_PROTEIN_SECRETION
GOBP_BEHAVIOR	697	386	193	193	GOBP_BEHAVIOR
GOBP_BEHAVIORAL_RESPONSE_TO_COCAINE	16	11	6	5	GOBP_BEHAVIORAL_RESPONSE_TO_COCAINE
GOBP_BEHAVIORAL_RESPONSE_TO_ETHANOL	10	8	4	4	GOBP_BEHAVIORAL_RESPONSE_TO_ETHANOL
GOBP_BEHAVIORAL_RESPONSE_TO_NICOTINE	9	8	4	4	GOBP_BEHAVIORAL_RESPONSE_TO_NICOTINE
GOBP_BEHAVIORAL_RESPONSE_TO_PAIN	20	15	8	7	GOBP_BEHAVIORAL_RESPONSE_TO_PAIN
GOBP_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS	23	11	6	5	GOBP_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS
GOBP_BERGMANN_GLIAL_CELL_DIFFERENTIATION	11	5	3	2	GOBP_BERGMANN_GLIAL_CELL_DIFFERENTIATION
GOBP_BICARBONATE_TRANSPORT	37	22	11	11	GOBP_BICARBONATE_TRANSPORT
GOBP_BILE_ACID_AND_BILE_SALT_TRANSPORT	30	20	10	10	GOBP_BILE_ACID_AND_BILE_SALT_TRANSPORT
GOBP_BILE_ACID_BIOSYNTHETIC_PROCESS	38	21	11	10	GOBP_BILE_ACID_BIOSYNTHETIC_PROCESS
GOBP_BILE_ACID_METABOLIC_PROCESS	51	29	15	14	GOBP_BILE_ACID_METABOLIC_PROCESS
GOBP_BILE_ACID_SECRETION	11	6	3	3	GOBP_BILE_ACID_SECRETION
GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA	41	20	10	10	GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA
GOBP_BIOLOGICAL_PHASE	9	8	4	4	GOBP_BIOLOGICAL_PHASE
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST	179	105	53	52	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT	42	17	9	8	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS	1864	958	479	479	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTRASPECIES_INTERACTION_BETWEEN_ORGANISMS	61	34	17	17	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTRASPECIES_INTERACTION_BETWEEN_ORGANISMS
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	224	124	62	62	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION
GOBP_BIOMINERAL_TISSUE_DEVELOPMENT	181	106	53	53	GOBP_BIOMINERAL_TISSUE_DEVELOPMENT
GOBP_BLASTOCYST_DEVELOPMENT	127	62	31	31	GOBP_BLASTOCYST_DEVELOPMENT
GOBP_BLASTOCYST_FORMATION	48	24	12	12	GOBP_BLASTOCYST_FORMATION
GOBP_BLASTOCYST_GROWTH	24	15	8	7	GOBP_BLASTOCYST_GROWTH
GOBP_BLASTODERM_SEGMENTATION	26	14	7	7	GOBP_BLASTODERM_SEGMENTATION
GOBP_BLEB_ASSEMBLY	11	7	4	3	GOBP_BLEB_ASSEMBLY
GOBP_BLOOD_COAGULATION_FIBRIN_CLOT_FORMATION	16	11	6	5	GOBP_BLOOD_COAGULATION_FIBRIN_CLOT_FORMATION
GOBP_BLOOD_COAGULATION_INTRINSIC_PATHWAY	8	5	3	2	GOBP_BLOOD_COAGULATION_INTRINSIC_PATHWAY
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_DIFFERENTIATION	14	7	4	3	GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_DIFFERENTIATION
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	187	75	38	37	GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	56	19	10	9	GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS
GOBP_BLOOD_VESSEL_MATURATION	7	5	3	2	GOBP_BLOOD_VESSEL_MATURATION
GOBP_BLOOD_VESSEL_MORPHOGENESIS	734	427	214	213	GOBP_BLOOD_VESSEL_MORPHOGENESIS
GOBP_BLOOD_VESSEL_REMODELING	54	30	15	15	GOBP_BLOOD_VESSEL_REMODELING
GOBP_BODY_FLUID_SECRETION	95	52	26	26	GOBP_BODY_FLUID_SECRETION
GOBP_BODY_MORPHOGENESIS	49	22	11	11	GOBP_BODY_MORPHOGENESIS
GOBP_BONE_CELL_DEVELOPMENT	19	10	5	5	GOBP_BONE_CELL_DEVELOPMENT
GOBP_BONE_DEVELOPMENT	218	118	59	59	GOBP_BONE_DEVELOPMENT
GOBP_BONE_GROWTH	34	18	9	9	GOBP_BONE_GROWTH
GOBP_BONE_MARROW_DEVELOPMENT	9	5	3	2	GOBP_BONE_MARROW_DEVELOPMENT
GOBP_BONE_MATURATION	28	19	10	9	GOBP_BONE_MATURATION
GOBP_BONE_MINERALIZATION	127	75	38	37	GOBP_BONE_MINERALIZATION
GOBP_BONE_MINERALIZATION_INVOLVED_IN_BONE_MATURATION	13	9	5	4	GOBP_BONE_MINERALIZATION_INVOLVED_IN_BONE_MATURATION
GOBP_BONE_MORPHOGENESIS	100	48	24	24	GOBP_BONE_MORPHOGENESIS
GOBP_BONE_REMODELING	88	48	24	24	GOBP_BONE_REMODELING
GOBP_BONE_RESORPTION	63	33	17	16	GOBP_BONE_RESORPTION
GOBP_BONE_TRABECULA_FORMATION	10	9	5	4	GOBP_BONE_TRABECULA_FORMATION
GOBP_BONE_TRABECULA_MORPHOGENESIS	13	9	5	4	GOBP_BONE_TRABECULA_FORMATION
GOBP_BOX_C_D_SNORNP_ASSEMBLY	10	3	2	1	GOBP_BOX_C_D_SNORNP_ASSEMBLY
GOBP_BRADYKININ_CATABOLIC_PROCESS	7	4	2	2	GOBP_BRADYKININ_CATABOLIC_PROCESS
GOBP_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY	7	3	2	1	GOBP_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY
GOBP_BRAIN_MORPHOGENESIS	37	22	11	11	GOBP_BRAIN_MORPHOGENESIS
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS	26	12	6	6	GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS
GOBP_BRANCHED_CHAIN_AMINO_ACID_TRANSPORT	14	6	3	3	GOBP_BRANCHED_CHAIN_AMINO_ACID_TRANSPORT
GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS	39	24	12	12	GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS
GOBP_BRANCHING_INVOLVED_IN_LABYRINTHINE_LAYER_MORPHOGENESIS	14	12	6	6	GOBP_BRANCHING_INVOLVED_IN_LABYRINTHINE_LAYER_MORPHOGENESIS
GOBP_BRANCHING_INVOLVED_IN_MAMMARY_GLAND_DUCT_MORPHOGENESIS	25	15	8	7	GOBP_BRANCHING_INVOLVED_IN_MAMMARY_GLAND_DUCT_MORPHOGENESIS
GOBP_BRANCHING_INVOLVED_IN_PROSTATE_GLAND_MORPHOGENESIS	13	11	6	5	GOBP_BRANCHING_INVOLVED_IN_PROSTATE_GLAND_MORPHOGENESIS
GOBP_BRANCHING_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS	22	19	10	9	GOBP_BRANCHING_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS
GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE	166	118	59	59	GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE
GOBP_BRANCHING_MORPHOGENESIS_OF_A_NERVE	11	5	3	2	GOBP_BRANCHING_MORPHOGENESIS_OF_A_NERVE
GOBP_BRANCHIOMOTOR_NEURON_AXON_GUIDANCE	7	5	3	2	GOBP_BRANCHIOMOTOR_NEURON_AXON_GUIDANCE
GOBP_BRANCH_ELONGATION_INVOLVED_IN_MAMMARY_GLAND_DUCT_BRANCHING	6	4	2	2	GOBP_BRANCH_ELONGATION_INVOLVED_IN_MAMMARY_GLAND_DUCT_BRANCHING
GOBP_BRANCH_ELONGATION_OF_AN_EPITHELIUM	21	17	9	8	GOBP_BRANCH_ELONGATION_OF_AN_EPITHELIUM
GOBP_BRONCHIOLE_DEVELOPMENT	6	5	3	2	GOBP_BRONCHIOLE_DEVELOPMENT
GOBP_BRONCHUS_DEVELOPMENT	11	7	4	3	GOBP_BRONCHUS_DEVELOPMENT
GOBP_BROWN_FAT_CELL_DIFFERENTIATION	53	27	14	13	GOBP_BROWN_FAT_CELL_DIFFERENTIATION
GOBP_BRUSH_BORDER_ASSEMBLY	7	5	3	2	GOBP_BRUSH_BORDER_ASSEMBLY
GOBP_BUD_ELONGATION_INVOLVED_IN_LUNG_BRANCHING	7	5	3	2	GOBP_BUD_ELONGATION_INVOLVED_IN_LUNG_BRANCHING
GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_COMMUNICATION	15	12	6	6	GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_COMMUNICATION
GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_SIGNALING	7	4	2	2	GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_SIGNALING
GOBP_B_1_B_CELL_DIFFERENTIATION	5	3	2	1	GOBP_B_1_B_CELL_DIFFERENTIATION
GOBP_B_CELL_ACTIVATION	292	165	83	82	GOBP_B_CELL_ACTIVATION
GOBP_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	109	58	29	29	GOBP_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE
GOBP_B_CELL_APOPTOTIC_PROCESS	28	9	5	4	GOBP_B_CELL_APOPTOTIC_PROCESS
GOBP_B_CELL_CHEMOTAXIS	8	6	3	3	GOBP_B_CELL_CHEMOTAXIS
GOBP_B_CELL_DIFFERENTIATION	149	80	40	40	GOBP_B_CELL_DIFFERENTIATION
GOBP_B_CELL_HOMEOSTASIS	37	14	7	7	GOBP_B_CELL_HOMEOSTASIS
